ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT113-1,gåeskie,,gåeskie,,mother’s older sister,Richard Kowalik (p.c. 2019)
UT113-2,muahra,,muahra,,mother’s younger sister,Richard Kowalik (p.c. 2019)
UT113-3,jiekie,,jiekie,,father’s older brother,Richard Kowalik (p.c. 2019)
UT113-4,tjietsie,,tjietsie,,father’s younger brother,Richard Kowalik (p.c. 2019)
UT117-1,lahkoe ,laxkɔǝ,,,luck,Richard Kowalik (p.c. 2019)
UT117-2,laahkoe ,lɑːxkɔǝ,,,kinship,Richard Kowalik (p.c. 2019)
UT118-1,elkie ,ɛlkiǝ,,,son,Richard Kowalik (p.c. 2019)
UT118-2,elki ,e:lki,,,s/he began,Richard Kowalik (p.c. 2019)
UT121,buertie,bʉɛr.tie,,,table,Richard Kowalik (p.c. 2019)
UT122-1,gärja ,'gär.ja,,,book,Richard Kowalik (p.c. 2019)
UT122-2,guelie,'gʉɛ.lie,,,fish,Richard Kowalik (p.c. 2019)
UT125-1,gärja ,'gär.ja,,book.NOM.SG,,Richard Kowalik (p.c. 2019)
UT125-2,gärjiste ,'gär.ji.ste,,book.ELA.PL,,Richard Kowalik (p.c. 2019)
UT132-1,åabpa ,oab:a,,,sister,Richard Kowalik (p.c. 2019)
UT132-2,vielle ,viel:e,,,brother,Richard Kowalik (p.c. 2019)
UT133-1,dan,tɐn,,3SG.GEN,"its, so",Richard Kowalik (p.c. 2019)
UT133-2,daan,tɑːn,,DEM.PROX.GEN.SG,this one's,Richard Kowalik (p.c. 2019)
UT133-3,elki,ɛlki,,,,Richard Kowalik (p.c. 2019)
UT133-4,Eelki,eːlki,,,,Richard Kowalik (p.c. 2019)
UT136,gööledh ,kœ:let,,,to fish,Richard Kowalik (p.c. 2019)
UT140-1,ledtie ,lɛt:ie,,,bird,Richard Kowalik (p.c. 2019)
UT140-1,laedtie ,læt:ie,,,farmer,Richard Kowalik (p.c. 2019)
UT141,,,,,,Richard Kowalik (p.c. 2019)
UT143,beetneks ,pe:tneks,,,moneyless,Richard Kowalik (p.c. 2019)
UT144,duarsta ,duar.sta,,,Thursday,Richard Kowalik (p.c. 2019)
UT149,njuenie ,ɲʉɛnie,,,nose,Richard Kowalik (p.c. 2019)
UT151-1,männgan ,mæŋ:an,,,after,Richard Kowalik (p.c. 2019)
UT151-2,tjengkere ,ʨieŋkərə,,,ball,Richard Kowalik (p.c. 2019)
UT153,åadtjedh /ɔɐʨet/ ,ɔɐʧeth,,,"to get, be allowed",Richard Kowalik (p.c. 2019)
UT154-1,saedtie ,sætːie,,,sand,Richard Kowalik (p.c. 2019)
UT154-2,sjaedtie ,ʃætːie,,,tracks,Richard Kowalik (p.c. 2019)
UT159,hohtsedh ,huhʨet,,,to search,Richard Kowalik (p.c. 2019)
UT164,faamoe ,fɑːmɔǝ,,,power,Richard Kowalik (p.c. 2019)
