ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT068-2,vuástáväldiđ,,vuástá-väldiđ,against-take,to receive,
UT073,Kaandah láá kuheh,,Kaandah	láá	kuheh,boy.PL.NOM	be-3PL	tall.PL.NOM,The boys are tall,
UT074,muččâd : muččâdub : muččâdumos,,muččâd	:	muččâdub	:	muččâdumos,beautiful	:	beautiful-COMP	:	beautiful-SPRL,beautiful : more beautiful : the most beautiful,
UT079-1,ohtâ kandâ,,ohtâ	kandâ,one.NOM	boy.NOM,one boy,
UT079-2,kyehti kaandâ,,kyehti	kaandâ,two.NOM	boy.GEN,two boys,
UT079-3,čiččâm kandâd,,čiččâm	kandâd,seven.NOM	boy.PART,seven boys,
UT080-1,ohtâ kandâ,,ohtâ	kandâ,one.NOM	boy.NOM,one boy,
UT080-2,kyehti kaandâ,,kyehti	kaandâ,two.NOM	boy.GEN,two boys,
UT080-3,čiččâm kandâd,,čiččâm	kandâd,seven.NOM	boy.PART,seven boys,
UT081,tot : ton,,tot	:	to-n,it	:	it-GEN,it : its,
UT084,Mun vuolgim paargon pursâttáá,,Mun	vuolgim	paargon	pursâttáá,1SG	leave-PST-1SG	work-ILL	handbag-ABE,I left for work without a/the handbag,
UT086,Mun vuálgám paargon,,Mun	vuálgám	paargon,1SG	go.1SG	work.ILL,I go to work,
UT090-1,Mun lam käävpist,,Mun	lam	käävpist,1SG	be-1SG	groecery_store-LOC,I am at a/the grocery store,
UT090-2,Mun puáđám käävpist,,Mun	puáđám	käävpist,1SG	come-1SG	grocery_store-LOC,I come from a/the grocery store,
UT093,Sun porá pastemáin,,Sun	porá	pastemáin,3SG	eat.3SG	spoon.COM,He eats with a spoon,
UT095-1,Sun parga máttáátteijen,,Sun	parga	máttáátteijen,3SG	work.3SG	teacher.ESS,S/he works as a teacher,
UT095-2,Sun šadda máttáátteijen,,Sun	šadda	máttáátteijen,3SG	become.3SG	teacher.ESS,S/he becomes a teacher,
UT103-1,Mun puurâm kuálán,,Mun	puurâm	kuálán,1SG	eat.1SG	fish.ACC.POSS.1SG,I eat my fish,
UT103-2,Mun puurâm kuolijdân,,Mun	puurâm	kuolijdân,1SG	eat.1SG	fish.	ACC.POSS.1PL,I eat my fishes,
UT106-1,kii/kote,,kii/kote,,who,
UT106-2,mii,,mii,,what,
UT109,Tot puátá kolliđ muu onne,,Tot	puátá	kolliđ	muu	onne,it	come-3SG	visit-INF	1SG-ACC	today,S/he (lit. it) is coming to visit me today,
UT110-1,"Tálustis
",,tálu-st-is,House-LOC-POSS.3SG,,
UT110-2,táálusttáá,,,house-POSS.3SG-ABE,,
UT110-3,táluidânguin,,tálu-id-ân-guin,house-COM-POSS.3SG-COM,,
UT112-1,iänui,,iänui,,mother's brother,
UT112-2,eehi,,eehi,,father's older brother,
UT112-3,čeeci,,čeeci,,father's younger brother,
UT113-1,kuáski,,kuáski,,mother’s older sister,
UT113-2,muáđá,,muáđá,,mother’s younger sister,
UT113-3,eehi,,eehi,,father’s older brother,
UT113-4,čeeci,,čeeci,,father’s younger brother,
UT116-1,páál*u ,pæːlu,,ball.GEN,,
UT116-2,páálu ,pæːllu,,pole.GEN,,
UT116-3,ša'lde,ʃɑlde,,bridge.GEN/ACC.SG,,
UT116-4,šalde ,ʃɑlːde,,bridge.NOM.SG,,
UT117-1,kandâ ,kɑnːdɤ,,boy.NOM,,
UT117-2,kaandâ ,kɑːndɤ,,boy.GEN,,
UT117-3,kuáddá ,kuædːdæ,,pillow.NOM,,
UT117-4,kuáddáá,kuædːdæː,,small_pillow.GEN,,
UT119-1,muoṛâ ,muorrɤ,,tree.NOM,,
UT119-2,muorrâd ,muorːrɤd,,tree.ACC,,
UT119-3,kome,kome,,ghost.GEN,,
UT119-4,komme,komme,,ghost.NOM,,
UT120-1,määli,mææli,,soup.ACC/GEN,,
UT120-2,määḷi ,mæælli,,soup.NOM,,
UT120-3,määllid ,mæælːlid,,soup.ACC,,
UT121,kaandâ,kɑːndɤ,,boy.GEN,,
UT122-1,kan.dâ ,'kɑnː.dɤ,,boy.NOM,,
UT122-2,máá.tu ,'mææ.tu,,worm.NOM,,
UT122-3,tupe ,'tu.pe,,house.NOM,,
UT124-1,väziškyettiđ,'væ.ziˌʃkyetː.tið,,,,
UT124-2,'ka.vâs.tâl'škyet.tiđ,,,,to start yawning,
UT125,máá.tu ,mæːtu,,worm.NOM,,
UT132-1,kuobžâ,,,bear.NOM,,
UT132-2,kyeli,,,fish.NOM,,
UT132-3,kieđâ,,,hand.GEN,,
UT132-4,kuálán,,,fish-ILL,,
UT132-5,čiärum,,,cry-1SG,,
UT135-1,kye'le,kyele,,fish.GEN/ACC.SG,,
UT135-2,pygálys,pygælys,,reindeer_round-up.NOM,,
UT138,ennuv ,ɤnːnuv,,,a lot,
UT140-1,čääci,,,,water,
UT140-2,čeeci,,,,uncle,
UT141-1,steevvil,,,,boot,
UT141-2,styeres,,,,big,
UT141-3,šnuákkuđ,,,,to peck,
UT143,puárskudiđ,,,,to blunder,
UT146,njamma,,,,tit,
UT149,njaalâ,,,,arctic fox,
UT150,pelji,,,,ear,
UT151-1,maŋa,,,,after,
UT151-2,juŋŋâ,,,,lingonberry,
UT152,ucce,,,,small,
UT153,kaččâđ,,,,to run,
UT154,šahe,,,,pig,
UT159,lohá,,,read.3SG,s/he reads,
UT162,tiäđám,,,know-1SG,I know,
UT164,fáámu,,,,power,
UT165-1,peehiđ ,peːhið,,,to creep,
UT165-2,piäv*ám,piæv.væm,,creep-1SG,I creep,
UT166-1,keessiđ ,keːssið,,,to pull,
UT166-2,kiäsám,kiæsæm,,pull-1SG,,
