ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT076-3,корка улыс,korkɑ ulɨɕ,korkɑ ul-ɨɕ,house under_side-ELA,from under the house,
UT077,гуртлэнэзлэн,gurtlenezlen,gurt-len-ez-len,village-GEN-POSS.3SG-GEN,of the one that belongs to the village,
UT080,одӥг книга : куинь книга,odig kɲigɑ : kuiɲ kɲigɑ,odig	kɲigɑ	:	kuiɲ	kɲigɑ,one	book.NOM.SG	:	three	book.NOM.SG,one book : three books,
UT082,Cёт мыным кыл!,ɕot mɨnɨm kɨl!,ɕot	mɨnɨm	kɨl!,give.IMP.2SG	1SG.DAT	word[ACC],Give me the word!,
UT083,шурозь,ʃuroʑ,ʃur-oʑ,river-TERM,up to the river,
UT084,Пиналъёстэк улон туж мöзмыт,pinɑljostek ulon tuʒ mɘzmɨt,pinɑl-jos-tek	ulon	tuʒ	mɘzmɨt,child-PL-ABE	life	very	sad,Life without children is very sad,
UT085,Мон ӧсэтӥ потӥсько,mon ɘseti potiɕко,mon	ɘs-eti	pot-iɕко,1SG	door-PROL	exit-PRS.1SG,I’ll go out through the door,
UT086,гуртэ,gurte,gurt-e,village-ILL,to a village,
UT087,гуртын,gurtɨn,gurt-ɨn,village-INE,in a village,
UT088,гуртысь,gurtɨɕ,gurt-ɨɕ,village-ELA,from a village,
UT089,гуртаз,gurtɑz,gurt-ɑz,village-ILL/INE.POSS.3SG,in/into his/her village,
UT093-1,пуньыен,puɲɨjen,puɲɨ-jen,spoon-INS,with spoon,
UT093-2,анаен,anajen,anaj-en,mother-INS,with mother,
UT100,син,ɕin,ɕin,eye[NOM.SG],eyes,
UT101-1,солэн пиез,solen pijez,so-len	pi-jez,3SG-GEN	son-POSS.3SG,his/her son,
UT101-2,солэсь пизэ,soleɕ pize,so-leɕ	pi-ze,3SG-ABL	son-ACC.POSS.3SG,his/her son,
UT102,скал йыр,skal jɨr,skal jɨr,cow.NOM	head,cow's head,
UT204-1,книгаед,knigajed,kniga-jed,book-POSS.2SG,your book,
UT204-2,книгаосыд,knigaosd,kniga-os-d,book-PL-POSS.2SG,your books,
UT104,Шундыед но ӝужа ни,ʃundɨjed no d͡ʒuʒɑ ɲi,ʃundɨ-jed	no	d͡ʒuʒ-ɑ	ɲi,sun-POSS.2SG	uprise-PRS.3SG	already,The sun is already uprising,
UT105,Отын вуэз туж чылкыт,otɨn vuez tuʒ t͡ɕɨlkɨt,otɨn	vu-ez	tuʒ	t͡ɕɨlkɨt,there	water-POSS.3SG	very	clear,The water is very clear there,
UT106-1,Кин та?,kin tɑ?,kin	tɑ?,who	this,Who is it?,
UT106-2,Мар та?,mɑr tɑ?,mɑr	tɑ?,what	this,What is it?,
UT109-1,соиз писпу,soiz pispu,soiz	pispu,that tree,that tree,
UT109-2,таиз писпу,tɑiz pispu,tɑiz	pispu,this tree,this tree,
UT109-3,Таиз номыре но уг тоды,tɑiz nomɨre no ug todɨ,tɑiz	nomɨr-e	no	u-g	todɨ,this	nothing-ACC	NEG.PRS-3SG	know.CNG.SG,This knows nothing,
UT110-1,эшъёсыдлы,eʃjosɨdlɨ,eʃ-jos-ɨd-lɨ,friend-PL-POSS.2SG-DAT,for your friends,Edygarova 2022:513
UT110-2,коркаосысьтыд,korkɑosɨɕtɨd,korkɑ-os-ɨɕtɨ-d,House-PL-ELA-POSS.2SG,from your houses,Edygarova 2022:513
UT112-1,ӵужмурт,t͡ɕoʒmurt,t͡ɕoʒmurt,,mother's brother,
UT112-2,агай,agaj,agaj,,father's brother,
UT114-1,егит : пересь,jegit : pereɕ,,,young : old (animate),
UT114-2,выль : вуж,vɨʎ : vuʒ,,,new : old (inanimate),
UT124,нокин,nokin,,,nobody,
UT127,верасько,veraɕko,,,I say,
UT132,куар,kuar,,,leaf,
UT137,лы,lɨ,,,bone,
UT141,скал,skal,,,cow,
UT143,пурт,purt,,,knife,
UT148,вить,vic,,,five,
UT149,нянь,ɲɑɲ,,,bread,
UT150,выль,vɨʎ,,,new,
UT152,ӵуж,t͡suž,,,yellow,
UT153,чебер,t͡ʃeber,,,beautiful,
UT154,шур,ʃur,,,river,
UT155,губи,gubi,,,mushroom,
UT158,ӟуч,d͡ʑut͡ɕ,,,Russian,
