ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT043,Tulin tänne opaštumah,,Tul-i-n	tänne	opaštu-mah,come-PST-1SG	here	study-SUP,I came here to study,Irina Novak (p.c. 2019)
UT044,Vihmuu,,Vihmuu,rain.3SG,It is raining,Irina Novak (p.c. 2019)
UT046,Miun mauamo lieu opaštajana,,Miu-n	mauamo	lieu	opaštaja-na,1SG-GEN	mother	will_be.3SG	teacher.ESS,My mother will be a teacher,Irina Novak (p.c. 2019)
UT048-1,tanhuošša i pert´is's'ä,,tanhuo-šša	i	pert´i-s's'ä,barn-INE	and	house-INE,in the barn and in the house,Irina Novak (p.c. 2019)
UT048-2,otat i tuot,,otat	i	tuot,take-2SG	and	bring-2SG,you take and bring,Irina Novak (p.c. 2019)
UT050,mie otan : mie en ota,,mie	ota-n	:	mie	en	ota,1SG	take-1SG	:	1SG	NEG.PRS.1SG	take.CNG,I take : I don’t take,Irina Novak (p.c. 2019)
UT053,elämätöin eländä,,elämätöin	eländä,,the unlived life,Irina Novak (p.c. 2019)
UT054,Täššä eletäh hyvin,,Täššä	ele-täh	hyvin,here	live-IPS.PRS	well,Here (people) live well,Irina Novak (p.c. 2019)
UT055,lugija poiga,,lugi-ja	poiga,read-ACT.PRS.PTCP	boy,a reading boy,Irina Novak (p.c. 2019)
UT062,laulettuošša virreššä,,laule-ttuo-šša	virre-ššä,sing-PASS.PST.PTCP-INE	song-INE,in a song that has been sung,Irina Novak (p.c. 2019)
UT064-1,opaštuja,,opaštu-ja,study-AG.NMLZ,student,Irina Novak (p.c. 2019)
UT064-2,opaštuja tyttö,,opaštu-ja	tyttö,study-AG.NMLZ	girl,"a girl, who is studying",Irina Novak (p.c. 2019)
UT066,Juo čuojuo!,,Juo	čuojuo!,drink.IMP.2SG	tea-PRT,Drink tea!,Irina Novak (p.c. 2019)
UT071,Pojan pežendä,,Poja-n	peže-ndä,boy-GEN	wash-NMLZ,washing of the boy/washing the boy,Irina Novak (p.c. 2019)
UT072-1,kirjazen kirjutanda,,kirjaze-n	kirjuta-nda,letter-GEN	write-NMLZ,writing a letter,Irina Novak (p.c. 2019)
UT072-2,kirjutan kirjas´en,,kirjuta-n	kirjas´e-n,write-1SG	letter-GEN,I'll write a letter,Irina Novak (p.c. 2019)
UT073,Pojat ollah korgiet,,Poja-t	ol-lah	korgie-t,boy-PL	be-IPS.PRS	high-PL,The boys are tall,Irina Novak (p.c. 2019)
UT079,yksi piirua : kakši piiruada,,yksi piirua : kakši piirua-da,one pie.NOM.SG : two pie-PRT.SG,,Irina Novak (p.c. 2019)
UT080,yksi piirua : kakši piiruada,,yksi piirua : kakši piirua-da,one pie.NOM.SG : two pie-PRT.SG,,Irina Novak (p.c. 2019)
UT081,pojan,,poja-n,boy-GEN,boy's,Irina Novak (p.c. 2019)
UT084,Olen viättä,,Ole-n	viä-ttä,be-1SG	power-ABE,I am powerless,Irina Novak (p.c. 2019)
UT088,Tulen mečäštä,,Tule-n	mečä-štä,come-1SG	forest-ELA,I am coming from the forest,Irina Novak (p.c. 2019)
UT093-1,lapšenke,,lapše-nke,child-COM,with a child,Irina Novak (p.c. 2019)
UT093-2,lužikanke,,lužika-nke,spoon-COM,with a spoon,Irina Novak (p.c. 2019)
UT095,Mie opaššun opaštajakši,,Mie	opaššu-n	opaštaja-kši,1SG	learn-1SG	teacher-TRA,I am learrning to become a teacher,Irina Novak (p.c. 2019)
UT096,Mie ruan opaštajana,,Mie	rua-n	opaštaja-na,1SG	work-1SG	teacher-ESS,I am working as a teacher,Irina Novak (p.c. 2019)
UT106-1,mi,,mi,,what,Irina Novak (p.c. 2019)
UT106-2,ken,,ken,,who,Irina Novak (p.c. 2019)
UT107,"Koirat, ket ~ kumbazed issutah",,"Koira-t,	ke-t	~	kumbaze-d	issu-tah",dog-PL	who-PL	~	which-PL	sit-IPS.PRS,The dogs that are sitting,Irina Novak (p.c. 2019)
UT116-1,kana ,ˈka.na,,,hen,Irina Novak (p.c. 2019)
UT116-2,kanna ,,ˈkan.na,carry.IMP.2SG,,Irina Novak (p.c. 2019)
UT117-1,tuli ,ˈtu.lʲiˑ,,,fire,Irina Novak (p.c. 2019)
UT117-2,tuuli ,ˈtuː.lʲi,,,wind,Irina Novak (p.c. 2019)
UT118-1,puhu ,,ˈpu.huˑ,blow.IMP.2SG,,Irina Novak (p.c. 2019)
UT118-2,puhuu ,,ˈpu.huː,blow.PRS.3SG,,Irina Novak (p.c. 2019)
UT121,tuatto ,ˈtuat.to,,,father,Irina Novak (p.c. 2019)
UT122,kana ,ˈka.naˑ,,,hen,Irina Novak (p.c. 2019)
UT124,meččäńiekka ,ˈmet͡ʃ.t͡ʃæˌnʲiek.ka,,,forester,Irina Novak (p.c. 2019)
UT125,kana ,ˈka.naˑ,,,hen,Irina Novak (p.c. 2019)
UT128-1,eländä ,ˈe.læn.dæ,,,life,Irina Novak (p.c. 2019)
UT128-2,riehtilä ,ˈrieh.ti.læ,,,pan,Irina Novak (p.c. 2019)
UT131,laulu ,ˈlau.lu,,,"song, singing",Irina Novak (p.c. 2019)
UT132-1,tuohuš ,ˈtuo.huʃ,,,candle,Irina Novak (p.c. 2019)
UT132-2,piä ,piæ,,,head,Irina Novak (p.c. 2019)
UT135,pöly ,ˈpø.lyˑ,,,dust,Irina Novak (p.c. 2019)
UT136,pöly ,ˈpø.lyˑ,,,dust,Irina Novak (p.c. 2019)
UT137-1,kondye  ,ˈkon.dɯe,,,bear,Irina Novak (p.c. 2019)
UT137-2,tuldyh,ˈtul.dɯh,,,,Irina Novak (p.c. 2019)
UT137-3,bryha ,ˈbrɯ.ha,,,boy,Irina Novak (p.c. 2019)
UT140-1,päŕe ,ˈpæ.rʲeˑ,,,pine splinter,Irina Novak (p.c. 2019)
UT140-2,pereh ,ˈpe.reh,,,family,Irina Novak (p.c. 2019)
UT141-1,klakukaš ,ˈkla.ku.kaʃ,,,towy,Irina Novak (p.c. 2019)
UT141-2,stauttša ,ˈstaut.t͡ʃa,,,bowl,Irina Novak (p.c. 2019)
UT143,huršti ,ˈhurʃ.tʲi,,,"(linen) fabric, towel, carpet",Irina Novak (p.c. 2019)
UT146,pal´l´aš ,ˈpalʲ.lʲaʃ,,,naked,Irina Novak (p.c. 2019)
UT153,meččä ,ˈmet͡ʃ.t͡ʃæ,,,forest,Irina Novak (p.c. 2019)
UT154-1,šualis ,ˈʃua.lʲis,,,"prey, fair game",Irina Novak (p.c. 2019)
UT154-2,šoma ,ˈʃo.ma,,,nice,Irina Novak (p.c. 2019)
UT155-1,nagoĺe ,ˈna.go.lʲe,,,always,Irina Novak (p.c. 2019)
UT155-2,kodi ,ˈko.di,,,house,Irina Novak (p.c. 2019)
UT155-3,briha ,ˈbrɯ.ha,,,boy,Irina Novak (p.c. 2019)
UT159,raha ,ˈra.haˑ,,,money,Irina Novak (p.c. 2019)
UT165-1,lauda ,ˈlau.da,,,plank,Irina Novak (p.c. 2019)
UT165-2,lauvat ,ˈlau.vat,,,planks,Irina Novak (p.c. 2019)
UT166-1,šukka ,ˈʃuk.ka,,,stocking,Irina Novak (p.c. 2019)
UT166-2,šukat ,ˈʃu.kat,,,stockings,Irina Novak (p.c. 2019)
