ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT095-1,Ivan Sajnaχov bŕigad’iriγ jēmtəs,,Ivan	Sajnaχov	bŕigad’ir-iγ	jēmt-əs,Ivan	Sajnaχov	team_leader-TRL	become-PST.3SG,Ivan Saynakhov became team leader,Riese and Bradley 2020:64
UT095-2,am χańiśtan χumiγ ōleγəm,,am	χańiśt-an	χum-iγ	ōl-eγ-əm,1SG	teach-PTCP.PRS	man-TRL	be-PRS-1SG,I am a teacher,Riese and Bradley 2020:64
UT100,sam,,sam,eye.SG,eyes,Riese 2001:23
UT102,ɑm kol-əm,,ɑm kol-əm,1SG house-.POSS.SG<1SG,my house,Bakró-Nagy et al. 2022:543
UT204-1,χāpəm,,χāp-əm,boat-SG<1SG,my boat,Riese and Bradley 2020:97
UT204-2,χāpaγəm,,χāp-aγəm,boat-DU<1SG,my (two) boats,Riese and Bradley 2020:97
UT204-3,χāpanəm,,χāp-anəm,boat-PL<1SG,my (3+) boats,Riese and Bradley 2020:97
UT105,"meːŋkʷ jaləs juw=, sʲoram oːŋxəŋ towlʲ xuːriɣ totas manʲsʲi xumite paːlt, manʲsʲi xumiteːn i miste",,"meːŋkʷ	jal-əs	juw=,	sʲor-am	oːŋxəŋ	towlʲ	xuːriɣ	tot-as	manʲsʲi	xumi-te	paːlt,	manʲsʲi	xumi-teː-n	i	mi-s-te",forest_spirit	go-PST[3SG]	into=	dirty-PTCP.PST	tanned_leather	leather	sack	bring-PST[3SG]	Mansi	man-SG<3SG	to	Mansi	man-SG<3SG-DLAT	and	give-PST-SG<3SG,"The forest spirit went inside, he brought the Mansi man a tanned leather sack and he gave it to the Mansi man",Riese 2001:64
UT112-1,kaηk,,kaηk,,"older brother, father's younger brother",Afanasyeva 2012
UT112-2,sаsiγ,,sаsiγ,,mother's younger brother,Afanasyeva 2012
UT113-1,kaηk,,kaηk,,"older brother, father's younger brother",Munkácsi and Kálmán 1986
UT113-2,aki,,aki,,father's younger brother,Munkácsi and Kálmán 1986
UT113-3,sāsiγ,,sāsiγ,,mother's younger brother,Munkácsi and Kálmán 1986
UT113-4,aki,,aki,,mother's older brother,Munkácsi and Kálmán 1986
UT114-1,jil'pi vs. pēs,,jil'pi        vs.        pēs,,new vs. old (inanimate),Munkácsi and Kálmán 1986
UT114-2,māń vs. matəm,,māń	vs.	matəm,,"small (general), young vs. old (animate)",Munkácsi and Kálmán 1986
UT117-1,sam,,,,eye,Munkácsi and Kálmán 1986
UT117-2,sām,,,,corner,Munkácsi and Kálmán 1986
UT125,pusmaltaηkʷe,,,,to heal,Munkácsi and Kálmán 1986
UT143,mānt,,,,"shovel, spade",Afanasyeva 2012
UT144,māηkʷla,,,,owl,Afanasyeva 2012
UT151,mūηi,,,,egg,Afanasyeva 2012
UT157-1,tāk,,,,strong,Riese and Bradley 2020:21
UT157-2,akʷ,,,,one,Riese and Bradley 2020:21
UT157-3,māχəm,,,,people,Riese and Bradley 2020:21
UT157-4,āχʷtas,,,,stone,Riese and Bradley 2020:21
UT160,miγ,,,,(s/he) gives,Riese and Bradley 2020:22
UT161,χōtal,,,,sun,Afanasyeva 2012
UT163,āwi,,,,door,Afanasyeva 2012
