ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT090-2,ah́ḱe ĺi paʀst,,ah́ḱe ĺi paʀ-st,old.woman.NOM.SG be.PRS.3SG house-LOC.SG,The old woman is in the house,Szabó 1968:97
UT093-1,sii̭ raī̭ᵍkki̮ə̑ᴅ̜̀t̜ėn tšeulonesgi̮ə̑im,,sii̭ raī̭ᵍk-ki̮ə̑ᴅ̜̀t̜-ėn tšeulon-es-gi̮ə̑im,3PL.NOM stab-INCH-PST.3PL spear-POSS.3-COM.PL,They started stabbing [them] with their spears,Itkonen and Europaeus 1931:321-323
UT093-2,ɛcce vil'k'i varra p'ennɛgɛm,,ɛcce vil'k'-i varr-a p'ennɛ-gɛm,father.NOM.SG go-PST.1SG forest-DAT.SG dog-COM.PL,Father went into the forest with dogs,
UT095-1,sonn tagaśti͔ akkan,,sonn tagaśti͔ akka-n,3SG.NOM become-MOM-PST.3SG old.woman-ESS,She became an old woman,Szabó 1968:96
UT095-2,muni̮ ječ'č'e l'ej ki̮l'ešiллajn',,mun-i̮ ječ'č'e l'ej ki̮l'e-šiлл-aj-n',1SG-GEN father.NOM.SG be.PST.3SG fish.ACC.SG-catch-PTCP.PRS-ESS,My father was a fisherman,Tereshkin 2002:102
UT101-1,kośt l'i sost šaɴdᴅi̮m sii̭ttɛś,,kośt l'i sost šaɴdᴅ-i̮m sii̭tt-ɛś,where be.PRS.3SG 3SG.LOC born-PTCP village.NOM.SG-POSS.3,[He can't remember] where his home village is,Szabó 1967:146-147
UT101-2,sōni̮ ńi͔it kośti͔ǵen jella,,sōn-i̮ ńi͔it kośti͔=ǵen jella,3SG-GEN girl.NOM.SG where=NEG.PTCL NEG.be.3SG,His girl is nowhere [to be found],Szabó 1968:52
UT106-1,mie ta̭gaˋz̜ì tȧ̀s̜s̜e,,mie ta̭gaˋz̜-ì tȧ̀s̜s̜e,what.NOM.SG happen-PST.3SG here,What happened here?,Itkonen and Europaeus 1931:281-283
UT106-2,kie pi̮ə̑d̜ì ki̮ə̑d̜ɛ a̭л,,kie pi̮ə̑d̜-ì ki̮ə̑d̜ɛ a̭л,who.NOM.SG come-PST.3SG hut.GEN.SG on,Who came upon the hut?,Itkonen and Europaeus 1931:292-296
UT110,jieǯ́ijna̮n :jieǯ́a̮ngi̮ejm,,jieǯ́-ijn-a̮n :jieǯ́-a̮n-gi̮ejm,father-COM.SG-POSS.1 :father-POSS.1-COM.PL,with my father :with our fathers,Sammallahti manuscript
UT109-1,sonn i paĺi͔ tait pi̮kk,,sonn i paĺ-i͔ tait pi̮kk,3SG.NOM and kill-PRS.3SG this.ACC.PL all,She killed them all,Szabó 1967:142
UT109-2,tuk'k'i ašti̮ nii̮t˙t˙ ji̮ tag'g̭'in˙,,tuk'k'i ašti̮ nii̮t˙t˙ ji̮ tag'g̭'-in˙,this.NOM.PL PTCL this.way and do-PST.3PL,And that's what they did,Kert 1961:171
UT112,jieɢ͕k͕e :jėȧnai̭,,,,elder father's brother :mother's brother,Itkonen 1958:58
UT113,ki̮ə̑s̜̄k͕ɛ :mī̮ᴅ̜t̜ɛ,,,,elder mother's father :younger mother's father,Itkonen 1958:264
UT114-1,ᵛi̮ə̑m̜ɛs̜ :pĭ̮ə̑r̜ɛs̜ :mǡᵈt̜erii̭,,,,old (animate / inanimate) :old (animate) :old (reindeer),"Itkonen 1958:242, 385, 771"
UT114-2,nī̮rrᵃ :oᴅtᴬ,,,,young :new,"Itkonen 1958:288, 313"
UT116-1,sɐr̜r̜e :sɐr̜e,sɐrʲrʲe :sɐrʲe,,,blueberry :blueberries,Korhonen 1984:320
UT116-2,čier̜̄v̜e :čier̜v̜es̜t̜,ʧierʲːvʲe :ʧierʲvʲesʲtʲ,,,horn :on the horn,Korhonen 1984:321
UT116-3,ɐl̜m̜̄e :ɐl̜m̜es̜t̜,ɐlʲmʲːe :ɐlʲmʲesʲtʲ,,,sky :in the sky,Korhonen 1984:321
UT117-1,takka :tɐk̄ka,taːkka :tɐkːka,,,(s)he bits :(s)he does,Korhonen 1984:319
UT117-2,al̜̄g̜e :ɐl̜̄g̜e,aːlʲːgʲe :ɐlʲːgʲe,,,to start :son,Korhonen 1984:319
UT117-3,ri̮m̜̄b̜e :rı̣̑n̄da,rɨːmʲːbʲe :rɘnːda,,,sore :coast,Lehtiranta 1989:116-117; Itkonen 1958:455; Korhonen 1984:318
UT119-1,tuvvad :tuv̄vam,tuvvad :tuvːvam,,,to set up :I set up,Korhonen 1984:320
UT119-2,karra :kar̄ra,kaːrra :kaːrːra,,,to the trough :binds,Korhonen 1984:320
UT119-3,kalla :kal̄la,kaːɫɫa :kaːɫːɫa,,,reindeer scalps :reindeer scalp,Korhonen 1984:321
UT120-1,tuvam :tuvvad :tuv̄vam,tuvam :tuvvad :tuvːvam,,,I set up (PRS) :to set up :I set up (PST),Korhonen 1984:320
UT120-2,kara :karra :kar̄ra,kaːra :kaːrra :kaːrːra,,,troughs :to the trough :binds,Korhonen 1984:320
UT120-3,kala :kalla :kal̄la,kaːɫa :kaːɫɫa :kaːɫːɫa,,,I wade :reindeer scalps :reindeer scalp,Korhonen 1984:321
UT121-1,vi̮er̄da,vɨərː.da,,,(s)he waits,Korhonen 1984:318
UT121-2,koarrad,koar.rad,,,to sew,Korhonen 1984:318
UT122-1,sirı̣̑m,ˈsiːrɘm,,,I play,Korhonen 1984:312
UT122-2,jogı̣̑,ˈjogɘ,,,rivers,Korhonen 1984:312
UT124-1,possab̜iet̜t̜e :kı̣̑šksallɐm̜en,ˈpossaˌbʲietʲtʲe :ˈkɘʃksaɫɫɐmʲen,ˈpossa-ˌbʲietʲtʲe :ˈkɘʃk-sa-ɫɫɐ-mʲen,blow-PRS.2PL :tier-ATTN-FRQ-CVB,ye blow :tearing,Korhonen 1984:313
UT124-2,porrı̣̑b̜iet̜t̜e,ˈporrɘˌbʲietʲtʲe,ˈporrɘ-ˌbʲietʲtʲe,eat-PRS.2PL,ye eat,Korhonen 1984:316
UT125-1,šı̣̑lla,ˈʃɘɫ.ɫa,,,(s)he catches,Korhonen 1984:312
UT125-2,šur̜eam̄ba,ˈʃu.rʲeamː.ba,,,bigger,Korhonen 1984:312
UT125-3,kı̣̑šksallɐm̜en,ˈkɘʃk.saɫ.ɫɐ.mʲen,,,tearing,Korhonen 1984:313
UT132-1,tiedam,tiedam,,,I know,Korhonen 1984:316
UT132-2,i̮es̜s̜e,ɨəsʲsʲe,,,part,Korhonen 1984:316
UT132-3,jeana,jeana,,,uncle,Korhonen 1984:316
UT132-4,koarra,koarra,,,(s)he sews,Korhonen 1984:316
UT141-1,sti̮ə̑л̄ᵇp,stɨəɫːp,,,column,Itkonen 1958:523
UT141-2,plēš̜̀š̜eᵈ,pleʃʲʃʲe(d),,,to dance,Itkonen 1958:381
UT141-3,što,ʃto,,,that (conjunction),Itkonen 1958:561
UT143-1,lı̣̑sts̜t̜,ɫɘstsʲtʲ,,,on the paper,Korhonen 1984:321
UT143-2,vɐns,vɐn̥s,,,boat,Korhonen 1984:321
UT143-3,val̜d̜̄,vaːlʲdʲː,,,take!,Korhonen 1984:323
UT144-1,ɐrs̜̄t̜ed,ɐrsʲːtʲed,,,to hang,Korhonen 1984:322
UT144-2,kɐb̄rli̮ččı̣̑d,kɐbːrɫɨʧʧɘd,,,to become crooked,Korhonen 1984:322
UT144-3,vi̮lgt̜ed,vɨːɫgtʲed,,,to send,Korhonen 1984:322
UT146-1,t̜iedam,tʲiedam,,,I know,Korhonen 1984:322
UT146-2,tab̜d̜es̜t̜,taːbʲdʲesʲtʲ,,,in the spleen,Korhonen 1984:322
UT146-3,mɐn̜n̜e,mɐnʲːnʲe,,,egg,Korhonen 1984:315-316
UT147-1,laf̜k̜e,ɫaːfʲkʲe,,,step,Korhonen 1984:323
UT147-2,nɐm̜m̜e,nɐmʲmʲe,,,to the name,Korhonen 1984:317
UT149,mɐńńe,mɐɲɲe,,,daughter-in-law,Korhonen 1984:315-316
UT150,vil’l’,viːʎː,,,brouther,Korhonen 1984:315-316
UT151-1,jiŋŋ,jiːŋː,,,ice,Lehtiranta 1989:36-37; Itkonen 1958:62
UT151-2,čiŋŋɐl,ʧiːŋŋɐl,,,deep,Lehtiranta 1989:24-25; Itkonen 1958:662
UT152-1,ci̮el̜̄k̜ed,ʦɨəlʲːkʲed,,,to say,Lehtiranta 1989:90-91; Itkonen 1958:632
UT152-2,ci̮embaj,ʦɨəmbaj,,,frog,Lehtiranta 1989:94-96; Itkonen 1958:638
UT153-1,čier̜̄v̜e,ʧierʲːvʲe,,,horn,Korhonen 1984:321
UT153-2,čɐl̜̄m̜e,ʧɐlʲmʲe,,,eye,Korhonen 1984:318
UT153-3,logı̣̑ǯim,ɫogɘʤim,,,I would read,Korhonen 1984:318
UT154-1,šı̣̑lam :sirı̣̑m,ʃɘɫam :siːrɘm,,,I catch :I play,Korhonen 1984:312
UT154-2,kı̣̑šksalla,kɘʃksaɫɫa,,,(s)he uses to tear,Korhonen 1984:317
UT155-1,garr,gaːrː,,,smell of burning,Korhonen 1984:322
UT155-2,kead̄ka,keadːka,,,to the stone,Korhonen 1984:318
UT155-3,čob̄rad,ʧobːrad,,,to spoil,Korhonen 1984:322
UT160-1,kǡγ͕ʿt̜s̜ɛ,kaːγʲʦʲe,,,eight (ACC / GEN),Korhonen 1984:322
UT160-2,vi̮ə̑γ͕ʿs̜es̜t̜,vɨəγʲsʲesʲtʲ,,,on the branch,Korhonen 1984:322
UT161-1,jeχ̄kan,jexːkan,,,window,Korhonen 1984:318
UT161-2,taχ̄tad,taːxːtad,,,to want,Korhonen 1984:322
UT161-3,vieχχ,viexː,,,signpost,Korhonen 1984:323
UT164,ki̮effad,kɨəf.fad,,,to foam,Korhonen 1984:323
UT165-1,ȧɔ̄kᴬ :ǡᵍkai,aːxːk(a) :aːkaj,,,woman :little woman,Itkonen 1916:23
UT165-2,pieᴅtsᴱ :pieᵈze,pieʦʲː(e) :piezʲe,,,pine :pines,Itkonen 1916:28
UT165-3,kieᴅ́t’š́ᴱ :kieᵈ’ž́e,kieʤː(e) :pieʒʲe,,,end (of an object) :ends,Itkonen 1916:28
