ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT017,Аддзысьлывлы,ɑd͡d͡ʑɨɕlɨvlɨ,ɑd͡d͡ʑɨɕ-lɨvlɨ,meet-FRQ,"to meet repeatedly, regularly",Nikolay Kuznetsov (p.c. 2020)
UT018,"Кор ми садьмим, вöлi зэрö","kor mi sɑɟmim,   vɘli   zerɘ","kor mi sɑɟ-m-im,   vɘl-i   zer-ɘ",when  1PL consciousness-DER-PST.1PL be.PST-PST.3SG rain-PRS.3SG,It was raining when we woke up,Nikolay Kuznetsov (p.c. 2020)
UT019,Аски муна карö,aski muna karɘ,aski	mun-a	kar-ɘ,tomorrow	go-PRS.1SG	city-ILL,Tomorrow I will go to the city,Nikolay Kuznetsov (p.c. 2020)
UT021,Миян вотöдз сiйö мунöма вöлi,mijɑn votɘd͡ʑ sijɘ munɘmɑ vɘli,mijɑn	vo-tɘd͡ʑ	sijɘ	mun-ɘmɑ	vɘl-i,1PL.GEN	arrive-CVB	3SG	go-2PST.3SG	be-PST.3SG,(It turned out that) s/he had left before we arrived,Nikolay Kuznetsov (p.c. 2020)
UT023-1,Ме ог тöд,me og tɘd,me	o-g	tɘd,1SG	NEG.PRS-1SG	know.CNG.SG,I do not know,Nikolay Kuznetsov (p.c. 2020)
UT023-2,Ме эг тöд,me eg tɘd,me	e-g	tɘd,1SG	NEG.PST-1SG	know.CNG.SG,I did not know,Nikolay Kuznetsov (p.c. 2020)
UT200,Шыд сёйöны паньöн,ʃɨd ɕojɘnɨ pɑɲɘn,ʃɨd	ɕoj-ɘnɨ	pɑɲ-ɘn,soup[ACC]	eat-PRS.3PL	spoon-INS,Soup is eaten with a spoon,Nikolay Kuznetsov (p.c. 2020)
UT040,Кольöматö он бергöд,koʎɘmɑtɘ on bergɘd,koʎ-ɘmɑ-tɘ	o-n	bergɘd,pass-PTCP.PST-ACC.POSS.2SG        NEG.PRS-2SG        return.CNG.SG,It is not possible to return the past,Nikolay Kuznetsov (p.c. 2020)
UT201,Мый öнi вöчны?,mɨj ɘni vɘt͡ɕnɨ,mɨj	ɘni	vɘt͡ɕ-nɨ,what now  do-INF,What to do now?,Nikolay Kuznetsov (p.c. 2020)
UT043,"Муна Венгрияö, медым велöдны венгр кыв","munɑ vengrijɑɘ, medɨm velɘdnɨ vengr kɨv","mun-ɑ	vengrijɑ-ɘ,	medɨm	velɘd-nɨ	vengr	kɨv",go-PRS.1SG	Hungary-ILL	in.order.to	study-INF	hungarian	language[ACC],I’m going to Hungary in order to study Hungarian,Nikolay Kuznetsov (p.c. 2020)
UT044,зэрö,zerɘ,зэрö,rain-PRS.3SG,It is raining,Nikolay Kuznetsov (p.c. 2020)
UT202,Ме вöлi велöдысьöн,me vɘli velɘdɨɕɘn,me        vɘl-i        velɘdɨɕ-ɘn,1SG        be-PST.1SG        teacher-INS,I was a teacher,Nikolay Kuznetsov (p.c. 2020)
UT047,Ме гортын,me gortɨn,me	gort-ɨn,1SG	home-INE,I am at home,Nikolay Kuznetsov (p.c. 2020)
UT049,Ме абу йöй,me ɑbu jɘj,Ме абу йöй,1SG        NEG.EX        stupid,I am not stupid,Nikolay Kuznetsov (p.c. 2020)
UT050,ме тöда : ме ог тöд,me tɘdɑ : me og tɘd,me	tɘd-ɑ	:	me	o-g	tɘd,1SG	know-1SG	:	1SG	NEG.PRS-1SG	know.CNG.SG,I know : I don’t know,Nikolay Kuznetsov (p.c. 2020)
UT052-1,новлытöм паськöм,novlɨtɘm pɑɕkɘm,novlɨ-tɘm	pɑɕkɘm,wear-PTCP.NEG	clothes,clothes which have not been worn,Nikolay Kuznetsov (p.c. 2020)
UT052-2,шойччытöг уджалам,ʃojt͡t͡ɕɨtɘg ud͡ʒɑlɑm,ʃojt͡t͡ɕɨ-tɘg	ud͡ʒɑl-ɑm,rest-CVB.NEG	work-PRS.2PL,We work without having a rest,Nikolay Kuznetsov (p.c. 2020)
UT053,шойччытöг уджалам,ʃojt͡t͡ɕɨtɘg ud͡ʒɑlɑm,ʃojt͡t͡ɕɨ-tɘg	ud͡ʒɑl-ɑm,rest-CVB.NEG	work-PRS.2PL,We work without having a rest,Nikolay Kuznetsov (p.c. 2020)
UT055-1,гижысь зон,giʒɨɕ zon,giʒ-ɨɕ	zon,write-PTCP.PRS        boy,a writing boy,Nikolay Kuznetsov (p.c. 2020)
UT055-2,лыддьöм небöг,lɨɟɟɘm ɲebɘg,lɨɟɟ-ɘm ɲebɘg,read-PTCP.PST book,a book that has been read,Kuznetsov 2022:498
UT057,Менам олан керкаöй,menam olɑn kerkɑɘj,menam	ol-ɑn	kerkɑ-ɘj,1SG.GEN        live-PTCP.PRS        house-POSS.1SG,The house where I live,Nikolay Kuznetsov (p.c. 2020)
UT058,новлытöм паськöм,novlɨtɘm pɑɕkɘm,novlɨ-tɘm	pɑɕkɘm,wear-PTCP.NEG	clothes,clothes which have not been worn,Nikolay Kuznetsov (p.c. 2020)
UT063-1,велöдчöм морт,velɘdt͡ɕɘm mort,velɘdt͡ɕ-ɘm	mort,learn-PTCP.PST        person,educated person,Nikolay Kuznetsov (p.c. 2020)
UT063-2,кузя велöдчöм,kuʑɑ velɘdt͡ɕɘm,kuʑ-ɑ	velɘdt͡ɕ-ɘm,long-DER	learn-NMLZ,long-running education,Nikolay Kuznetsov (p.c. 2020)
UT064-1,гижысь зон,giʒɨɕ zon,giʒ-ɨɕ	zon,write-PTCP.PRS        boy,a writing boy,Nikolay Kuznetsov (p.c. 2020)
UT064-2,гижысь,giʒɨɕ,giʒ-ɨɕ,write-NMLZ,a writer,Nikolay Kuznetsov (p.c. 2020)
UT065-1,мöвпалана чужöм,mɘvpɑlɑnɑ t͡ɕuʒɘm,mɘvpɑl-ɑnɑ	t͡ɕuʒɘm,cogitate-PTCP.PSR        face,thoughtful face,Nikolay Kuznetsov (p.c. 2020)
UT065-2,мöвпалана видзöд-ны,mɘvpɑlɑnɑ vid͡ʑɘdnɨ,mɘvpɑl-ɑnɑ	vid͡ʑɘd-nɨ,cogitate-CVB        to.look-INF,to look thoughtfully,Nikolay Kuznetsov (p.c. 2020)
UT066,чай ю!,t͡ɕɑj ju,t͡ɕɑj	ju,tea[ACC]	drink.IMP.2SG,Drink tea!,Nikolay Kuznetsov (p.c. 2020)
UT067,Эн менö велöд!,en menɘ velɘd,en	menɘ	velɘd,NEG.IMP	1SG.ACC	teach.IMP.2SG,Do not teach me!,Nikolay Kuznetsov (p.c. 2020)
UT072-1,челядьöс велöдöм,t͡ɕeʎɑɟɘs velɘdɘm,t͡ɕeʎɑɟ-ɘs	velɘd-ɘm,children-ACC	teach-NMLZ,teaching of children,Nikolay Kuznetsov (p.c. 2020)
UT072-2,ме велöда челядьöс,me velɘdɑ t͡ɕeʎɑɟɘs,me	velɘd-ɑ	t͡ɕeʎɑɟ-ɘs,1SG	teach-PRS.1SG	children-ACC,I teach children,Nikolay Kuznetsov (p.c. 2020)
UT073,зонъяс кузьöсь,zonjɑs kuʑɘɕ,zon-jɑs	kuʑ-ɘɕ,boy-PL	long-PL,The boys are tall,Nikolay Kuznetsov (p.c. 2020)
UT074,мича : мичаджык : медмича,mit͡ɕɑ : mit͡ɕɑd͡ʒɨk : medmit͡ɕɑ,mit͡ɕɑ	:	mit͡ɕɑ-d͡ʒɨk	:	med-mit͡ɕɑ,beautiful	:	beautiful-COMP	:	SPRL-beautiful,beautiful : more beautiful : the most beautiful,Nikolay Kuznetsov (p.c. 2020)
UT075-1,водзам,vod͡ʑɑm,vod͡ʑ-ɑm,in.front-POSS.1SG,in front of me,Nikolay Kuznetsov (p.c. 2020)
UT075-2,водзад,vod͡ʑɑd,vod͡ʑ-ɑd,in.front-POSS.2SG,in front of you,Nikolay Kuznetsov (p.c. 2020)
UT076-1,Муна керка сайö,munɑ kerkɑ sɑjɘ,mun-ɑ	kerkɑ	sɑj-ɘ,go-PRS.1SG	house	behind-ILL,I go behind the house,Nikolay Kuznetsov (p.c. 2020)
UT076-2,Ме керка сайын,me kerkɑ sɑjɨn,me	kerkɑ	sɑj-ɨn,1SG	house	behind-INE,I am behind the house,Nikolay Kuznetsov (p.c. 2020)
UT076-3,Пета керка сайысь,petɑ kerkɑ sɑjɨɕ,pet-ɑ	kerkɑ	sɑj-ɨɕ,exit-PRS.1SG	house	behind-ELA,I exit from behind the house,Nikolay Kuznetsov (p.c. 2020)
UT077,Менам керкаöй Сандралöнсянь ылынджык,menɑm kerkɑɘj sɑndrɑlɘnɕɑɲ ɨlɨnd͡ʒɨk,menɑm	kerkɑ-ɘj	sɑndrɑ-lɘn-ɕɑɲ	ɨlɨn-d͡ʒɨk,I.GEN	house-POSS.1SG	Sandra-GEN-EGR	far-COMP,My house is farther than Sandra's [house],Nikolay Kuznetsov (p.c. 2020)
UT080,öти небöг : куим небöг,ɘci ɲebɘg : kuim ɲebɘg,ɘci	ɲebɘg	:	kuim	ɲebɘg,one	book[NOM.SG]	:	three	book[NOM.SG],one book : three books,Nikolay Kuznetsov (p.c. 2020)
UT081,менам ёртлöн вокыс,menɑm jortlɘn vokɨs,menɑm	jort-lɘn	vok-ɨs,1SG.GEN	friend-GEN	brother-POSS.3SG,my friend's brother,Nikolay Kuznetsov (p.c. 2020)
UT082,Cет меным кыв!,ɕet menɨm kɨv,ɕet	menɨm	kɨv,give.IMP.2SG	1SG.DAT	word[ACC],Give me the word!,Nikolay Kuznetsov (p.c. 2020)
UT083,аскиöдз,ɑskiɘd͡ʑ,ɑski-ɘd͡ʑ,tomorrow-TERM,until tomorrow,Nikolay Kuznetsov (p.c. 2020)
UT084,Cьöмтöг овны сьöкыд,ɕɘmtɘg ovnɨ ɕɘkɨd,ɕɘm-tɘg        ov-nɨ        ɕɘkɨd,money-ABE	live-INF	difficult,It is difficult to live without money,Nikolay Kuznetsov (p.c. 2020)
UT085,Öшиньöдыс пет!,ɘʃiɲɘdɨs pet,ɘʃiɲ-ɘd-ɨs        pet,window-PROL-POSS.3SG	exit.IMP.2SG,Go out through the window!,Nikolay Kuznetsov (p.c. 2020)
UT086,Пыра керкаö,pɨrɑ kerkɑɘ,pɨr-ɑ	kerkɑ-ɘ,enter-PRS.1SG	house-ILL,I am going into the house,Nikolay Kuznetsov (p.c. 2020)
UT087,Ме керкаын,me kerkɑɨn,me	kerkɑ-ɨn,1SG	house-INE,I am in the house,Nikolay Kuznetsov (p.c. 2020)
UT088,Пета керкаысь,petɑ kerkɑɨɕ,pet-ɑ	kerkɑ-ɨɕ,exit-PRS.1SG	house-ELA,I am going from the house,Nikolay Kuznetsov (p.c. 2020)
UT089,керкаад,kerkɑɑd,kerkɑ-ɑd,house-ILL/INE.POSS.2SG,into your house / in your house,Nikolay Kuznetsov (p.c. 2020)
UT091-1,керкаö : керкаын : керкаысь,kerkɑɘ : kerkɑɨn : kerkɑɨɕ,kerkɑ-ɘ : kerkɑ-ɨn : kerkɑ-ɨɕ,house-ILL : house-INE : house-ELA,into a house : in a house : from a house,Nikolay Kuznetsov (p.c. 2020)
UT091-2,керкаланьö : керкаланьын : керкаланьысь,kerkɑlɑɲɘ : kerkɑlɑɲɨn : kerkɑlɑɲɨɕ,kerkɑ-lɑɲɘ : kerkɑ-lɑɲɨn : kerkɑ-lɑɲɨɕ,house-APPR.ILL : house-APPR.INE : house-APPR.ELA,to the direction of house : in the area of the house : from the direction of the house,Nikolay Kuznetsov (p.c. 2020)
UT093-1,паньöн,pɑɲɘn,pɑɲ-ɘn,spoon-INS,with a spoon,Nikolay Kuznetsov (p.c. 2020)
UT093-2,кагакöд,kɑgɑkɘd,kɑgɑ-kɘd,child-COM,with a child,Nikolay Kuznetsov (p.c. 2020)
UT100-1,Кöмыд няйт,kɘmɨd ɲɑjt,kɘm-ɨd	ɲɑjt,shoe-POSS.2SG	dirty,Your shoes are dirty,Nikolay Kuznetsov (p.c. 2020)
UT100-2,гач,gɑt͡ɕ,гач,trousers[NOM.SG],trousers,Nikolay Kuznetsov (p.c. 2020)
UT101-1,Вокыдлöн ёртыс бур,vokɨdlɘn jortɨs bur,vok-ɨd-lɘn	jort-ɨs	bur,brother-POSS.2SG-GEN	friend-POSS.3SG	good,Your brother's friend is good,Nikolay Kuznetsov (p.c. 2020)
UT101-2,Ме тöда вокыдлысь ёртсö,me tɘdɑ vokɨdlɨɕ jortsɘ,me	tɘd-ɑ	vok-ɨd-lɨɕ	jort-sɘ,1SG	know-PRS.1SG	brother-POSS.2SG-ABL	friend-ACC.POSS.3SG,I know your brother's friend,Nikolay Kuznetsov (p.c. 2020)
UT102,дöрöм сос,dɘrɘm sos,dɘrɘm	sos,,shirt sleeve,Nikolay Kuznetsov (p.c. 2020)
UT104,Олöмыд быдöнлы дона,olɘmɨd bɨdɘnlɨ donɑ,olɘm-ɨd	bɨdɘn-lɨ	donɑ,life-POSS.2SG	everyone-DAT	expensive,The life is valuable to everyone,Nikolay Kuznetsov (p.c. 2020)
UT105,Енэжыс пемдiс,jeneʒɨs pemdis,jeneʒ-ɨs	pemd-is,sky-POSS.3SG	darken-PST.3SG,The sky darkened,Nikolay Kuznetsov (p.c. 2020)
UT106-1,Кодi тайö?,kodi tɑjɘ,kodi	tɑjɘ,who	this,Who is it?,Nikolay Kuznetsov (p.c. 2020)
UT106-2,Мый тайö?,mɨj tɑjɘ,mɨj	tɑjɘ,what	this,What is it?,Nikolay Kuznetsov (p.c. 2020)
UT107,"сiйö каньыс, кодi...","sijɘ kɑɲɨs, kodi","sijɘ	kɑɲ-ɨs,	kodi",that	cat-POSS.3SG	who,that cat who…,Nikolay Kuznetsov (p.c. 2020)
UT108,"Тэнад эм небöг, кодi меным колö","tenɑd em ɲebɘg, kodi menɨm kolɘ","tenɑd	em	ɲebɘg,	kodi	menɨm	kol-ɘ",you.GEN        EX        book        who        1SG.DAT        to.be.need-PRS.3SG,"You have a book, what I need",Nikolay Kuznetsov (p.c. 2020)
UT109-1,сiйö,sijɘ,sijɘ,,s/he,Nikolay Kuznetsov (p.c. 2020)
UT109-2,сiйö пуыс,sijɘ puɨs,sijɘ	pu-ɨs,that	tree-POSS.3SG,that tree,Nikolay Kuznetsov (p.c. 2020)
UT109-3,тайö пуыс,tɑjɘ puɨs,tɑjɘ	pu-ɨs,this	tree-POSS.3SG,this tree,Nikolay Kuznetsov (p.c. 2020)
UT109-4,Тайö нинöм оз тöд,tɑjɘ ɲinɘm oz tɘd,tɑjɘ	ɲinɘm	o-z	tɘd,this	nothing	NEG.PRS-3SG	know.CNG.SG,This knows nothing,Nikolay Kuznetsov (p.c. 2020)
UT110-1,ставнымлы,stɑvnɨmlɨ,stɑv-nɨm-lɨ,all-POSS.1PL-DAT,to all of us,Kuznetsov 2022:494
UT110-2,öшиньöды,ɘʃiɲ-ɘd-ɨs,ɘʃiɲ-ɘd-ɨs,window-PROL-POSS.3sg,through the window,Nikolay Kuznetsov (p.c. 2020)
UT112-1,чож,t͡ɕoʒ,,,mother’s brother,Nikolay Kuznetsov (p.c. 2020)
UT112-2,унай,unɑj,,,father’s brother,Nikolay Kuznetsov (p.c. 2020)
UT113-1,унiнь,uniɲ,,,mother’s older sister,Nikolay Kuznetsov (p.c. 2020)
UT113-2,об,ob,,,father’s older sister,Nikolay Kuznetsov (p.c. 2020)
UT113-3,унай,unɑj,,,father’s older brother,Nikolay Kuznetsov (p.c. 2020)
UT114-1,том : пöрысь,tom : pɘrɨɕ,,,young : old (animate),Nikolay Kuznetsov (p.c. 2020)
UT114-2,выль : важ,vɨʎ : vɑʒ,,,new : old (inanimate),Nikolay Kuznetsov (p.c. 2020)
UT115-1,пöсь : кöдзыд,,,,"hot (object) : cold (object, can also be used about weather)",Nikolay Kuznetsov (p.c. 2020)
UT115-2,жар : ыркыд,,,,"warm (weather) : cool (weather, cannot be used to describe an object)",Nikolay Kuznetsov (p.c. 2020)
UT122,керка,kerkɑ,,,house,Nikolay Kuznetsov (p.c. 2020)
UT137,шыр,ʃɨr,,,mouse,Nikolay Kuznetsov (p.c. 2020)
UT138,шöр,ʃɘr,,,centre,Nikolay Kuznetsov (p.c. 2020)
UT141-1,врач,vrɑt͡ʃ,,,doctor,Nikolay Kuznetsov (p.c. 2020)
UT141-2,трин-трон,trintron,,,ding-dong,Nikolay Kuznetsov (p.c. 2020)
UT143-1,пурт,purt,,,knife,Nikolay Kuznetsov (p.c. 2020)
UT143-2,муртса,murtsɑ,,,"bit, not much",Nikolay Kuznetsov (p.c. 2020)
UT144,муртса,murtsɑ,,,"bit, not much",Nikolay Kuznetsov (p.c. 2020)
UT148,бать,bɑc,,,father,Nikolay Kuznetsov (p.c. 2020)
UT149,нянь,ɲɑɲ,,,bread,Nikolay Kuznetsov (p.c. 2020)
UT150,нёль,ɲoʎ,,,four,Nikolay Kuznetsov (p.c. 2020)
UT153,чача,t͡ʃɑt͡ʃɑ,,,toy,Nikolay Kuznetsov (p.c. 2020)
UT154,шыр,ʃɨr,,,mouse,Nikolay Kuznetsov (p.c. 2020)
UT155,дуб,dub,,,unsalted,Nikolay Kuznetsov (p.c. 2020)
