ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT091-1,külälle : külǟl : külǟlᴅ,,külä-lle	:	külǟ-l	:	külǟ-lᴅ,village-ALL	:	village-ADE	:	village-ABL,,
UT091-2,kül̆lǟ  : külǟz : külǟst,,kül̆lǟ	:	külǟ-z	:	külǟ-st,village.ILL	:	village-INE	:	village-ELA,,
UT095,vanhāks ku mǟᴅ ni jalaᴅ huʙelōks tul̆lōᴅ,,vanhā-ks	ku	mǟ-ᴅ	ni	jala-ᴅ	huʙelō-ks	tul̆lō-ᴅ,old-TRA	when	go-2SG	then	leg-PL	weak-TRA	come-3PL,"When you get old / When one gets old, legs will become weak",NIrvi 1971: 74
UT096,nō̭rēm muissiᴅ a nüᴅ eᴅ muissa,,nō̭rē-m	muiss-i-ᴅ	a	nüᴅ	e-ᴅ	muissa,young-ESS	remember-PST-2SG	but	now	NEG-2SG	remember.CNG,"At a young age you remembered, but now you do not remember",Nirvi 1971: 348
UT103,jalkāz : jalkāst,,jalkā-z	:	jalkā-s-t,leg-POSS.2SG	:	leg-POSS.2SG-PL,your leg : your legs,
UT106-1,miɢä,,miɢä,,what,
UT106-2,ken,,ken,,who,
UT107,"lehmäᴅ, ked…",,"lehmäᴅ,	ked…",cow-PL	who,cows that...,
UT109,se tul̆lō,,se	tul̆lō,it	come.3SG,S/he (lit. it) is coming,
UT110-1,"Tüttäre-mme-ᴅ
",,,daugther-POSS.1PL-PL,our daughters,
UT110-2,tüttär-i-lle-mme,,,daugther-PL-ALL-POSS.1PL,to our daughters,
UT112-1,eno,,,,mother's brother,
UT112-2,"seᴅä, tǟᴅä",,,,father's brother,
UT116-1,varaz ,ˈva.ras,,,thief,
UT116-2,varraz ,ˈvar.ras,,,"rod, stick",
UT117-1,tuli ,ˈtu.liˑ,,,fire,
UT117-2,tuuli ,ˈtuː.li,,,wind,
UT118-1,tehhä ,ˈteh.hæ,,do.INF,,
UT118-2,tehhǟ ,ˈteh.hæː,,do.PASS.PRS,,
UT118-3,kuiva  ,ˈkui.va,,,dry,
UT118-4,kuivaa  ,ˈkui.vaː,,dry.INF,,
UT119-1,vet̆tē ,ˈvet.teː,,water.ILL,,
UT119-2,vettä ,ˈvetː.tæ,,water.PRT,,
UT120-1,veᴅehe ,ˈve.te.he,,water.ILL.SG.POSS.3SG,,
UT120-2,vettee ,ˈvet.teː,,water.ILL.SG,,
UT120-3,vettä,ˈvetː.tæ,,water.PART.SG,,
UT121,jooksu ,ˈjo̝ːk.su,,,"run, race, jog",
UT122,kana ,ˈka.naˑ,,,hen,
UT124-1,joomiin ,ˈjo̝ːˌmiːn,,,"drink, drinking",
UT124-2,kanᴅamīn ,ˈkan.ta.ˌmiːn,,,carrying,
UT125,kana ,ˈka.naˑ,,,hen,
UT128,käärihüssä ,ˈkæː.riˌhys.sæ,,,"convolute, get twisted",
UT131-1,laulu ,ˈlau.lu,,,"song, singing",
UT131-2,Lauv̆vaz ,ˈlauv.vas,,,Luga river,
UT132-1,miä,miæ,,,I,
UT132-2,siä,siæ,,,you,
UT135,külä ,ˈky.læˑ,,,village,
UT136-1,pöllü ,ˈpøl.ly,,,dust,
UT136-2,köŋkörä ,ˈkøŋ.kø.ræ,,,"sod, turf",
UT140-1,päre ,ˈpæ.re,,,pine splinter,
UT140-2,pere ,ˈpe.re,,,family,
UT141,krabissa,ˈkra.pis.sa,,,to rustle,
UT143,mürskü ,ˈmyrs.ky,,,storm,
UT144,mürskü ,ˈmyrs.ky,,,storm,
UT153-1,tš´ikkerä ,ˈt͡ʃʲik.ke.ræ,,,hair curl,
UT153-2,tš´aɢaᴅella ,ˈt͡ʃʲa.ka.tel.la,,twaddle.INF,,
UT153-3,tš´olissa ,ˈt͡ʃʲo.lis.sa,,burble.INF,,
UT159,raha ,ˈra.haˑ,,,money,
UT165-1,jalɢa ,ˈjal.ka,,,leg,
UT165-2,jalaᴅ ,ˈja.lat,,,legs,
UT166-1,leppä ,ˈlepː.pæ,,,alder,
UT166-2,leʙäᴅ ,ˈle.pæt,,,alders,
