ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT027,"Jos paistasit leivän, ni mie söisin sen",,"Jos	paista-si-t	leivä-n,	ni	mie	sö-isi-n	se-n",if	bake-COND-2SG	bread-GEN	so	1SG	eat-COND-1SG	it-GEN,If you would bake a bread I would eat it,
UT029,"Kun ruohtinnet lähtie, ni läkkä meijen kera",,"Kun	ruohtin-ne-t	lähti-e,	ni	läkkä	meije-n	kera",if dare-POT-2SG go-INF1 so go.IMP.2SG 1PL-GEN with,"If you dare to go, so come with us",
UT031,"Hiän paiskah, mie en välitä",,"Hiän	pais-kah,	mie	e-n	välitä",3SG	speak-JUSS.3SG	1SG	NEG-1SG	care.CNG,Let him/her speak I don't care,
UT200,Hyö šyyvväh,,Hyö	šyy-vväh,3PL	eat-IPS.PRS.3PL,They eat,
UT040,"Kun kunnolla ruovat, nii tulou palkka",,"Kun	kunnolla	ruova-t,	nii	tulo-u	palkka",if	well	work-2SG	then	come-3SG	salary,If you work well then you get paid,
UT043,"N’i šeipähih šemmosih pissettih kuivah pantih, jotta kešällä mečäššä kuletella",,"N’i šeipäh-i-h šemmos-i-h pissett-i-h kuiva-h pant-i-h, jotta kešä-llä mečä-ššä kuletel-la",Then pole-PL-ILL tha_kind_of-PL-ILL stick-PST-3PL dry-ILL put-PST-3PL in_order_to summer-ADE/ALL forest-INE transport-INF1,They were stacked on poles and left to dry so that they could be carried in the forest in summer.,
UT044,Pihalla vihmuu,,Pihalla	vihmuu,outside	rain-3SG,It is raining outside,
UT045,Hiän on opaštaja,,Hiän	on	opaštaja,3SG	be.3SG	teacher,S/he is a teacher,
UT202,Hiän oli opaštaja,,Hiän	ol-i	opaštaja,3SG	be-PST.3SG	teacher,S/he was a teacher,
UT048-1,miehet ta naiset,,miehe-t	ta	naise-t,man-PL	and	woman-PL,men and women,
UT048-2,tulima kotih ta rupeima šyüömäh,,tul-i-ma	koti-h	ta	rupe-i-ma	šyüö-mä-h,come-PST-1PL home-ILL and begin-PST-1PL eat-INF2.ILL,We came home and began to eat,
UT050,tulen : en tule,,tule-n	:	e-n	tule,come-1SG	:	NEG-1SG	come.CNG,I come : I don't come,
UT053,Opaštumatta on jykie šuaha hyvyä työtä,,Opaštu-ma-tta	on	jykie	šua-ha	hyvy-ä	työ-tä,learn-INF2-ABE be.3SG hard get-INF1 good-PRT work-PRT,It is hard to get a good job without learning,
UT054,Täššä ruatah hyvin,,Täššä	ruata-h	hyvin,here	work.IPS-PRS.3PL	well,Here (people) work well,
UT055,juokšija heponi,,juokši-ja	heponi,run-ACT.PRS.PTCP	horse,a horse that is running,
UT062,Luvetuišta kirjoišta,,Luve-tu-i-šta	kirjo-i-šta,read-PASS.PST.PTCP-PL-ELA	book-PL-ELA,of/about the books that have been read,
UT064-1,leikkijät,,leikki-jä-t,play-AG.NMLZ-PL,players,
UT064-2,leikkijät lapšet,,leikki-jä-t	lapše-t,play-AG.NMLZ-PL	child-PL,playing children,
UT067,Elä šitä kirveštä ota,,Elä	ši-tä	kirveš-tä	ota,NEG.IMP.2SG	this-PRT	ax-PRT	take.CNG,Don't take this ax!,
UT071,pojan pežemini,,poja-n	peže-mini,boy-GEN	wash-NMLZ,washing of the boy / washing the boy,
UT072-1,runon kirjottamini,,runon	kirjotta-mini,poem-GEN	write-NMLZ,poem writing,
UT072-2,kirjotan runon,,kirjota-n	runo-n,write-1SG	poem-GEN,I'll write a poem,
UT073,pojat ollah pität,,poja-t	olla-h	pitä-t,boy-PL	be.IPS-3PL	tall-PL,The boys are tall,
UT074-1,matalin,,matal-in,low-SPRL,the lowest,
UT074-2,kovin,,kov-in,hard-SPRL,the hardest,
UT076,eteh : ieššä : ieštä,,eteh : ieššä : ieštä,front.ILL : front.INE : front.ELA,(to) in front of : in front of : from in front of,
UT078-1,miut,,miu-t,1SG-ACC,me,
UT078-2,šiut,,šiu-t,2SG-ACC,you,
UT079,ykši kirja : kolme kirjua,,ykši	kirja	:	kolme	kirju-a,one.NOM.SG	book.NOM.SG	:	three.NOM.SG	book-PRT.SG,one book : three books,
UT083,meččähšuati,,meččäh-šuati,forest-TERM,up to the forest,
UT084,murkinatta,,murkina-tta,breakfast-ABE,without breakfast,
UT088,štolalta,,štola-lta,table-ABL,from the table,
UT089,koiralla,,koira-lla,dog-ALL/ADE,"to the dog, dog has [sth]",
UT093,lehmineh,,lehmi-neh,cow-COM,with a cow/cows,
UT095,Tyttö muuttu jouččenekši,,Tyttö	muuttu	jouččene-kši,girl	turn.3SG	swan-TRA,The girl turns into a swan,
UT096,Tuattoni ruatau opaštajana,,Tuatto-ni	ruata-u	opaštaja-na,dad-POSS.1SG	work-3SG	teacher-ESS,My dad is working as a teacher,
UT106-1,mi,,mi,,what,
UT106-2,ken,,ken,,who,
UT109,še tulou,,še	tulou,it	come-3SG,S/he comes,
UT116-1,kanan,,ˈka.nan,hen.GEN.SG,,
UT116-2,kannan,,ˈkan.nan,heel.GEN.SG,,
UT117-1,tuli,ˈtu.liˑ,,,fire,
UT117-2,tuuli,ˈtuː.li,,,wind,
UT118-1,puhu,ˈpu.huˑ,,,"blowing, gusst",
UT118-2,puhuu,ˈpu.huː,,blow.PRS.3SG,,
UT121,juokšomah,ˈjuok.ʃo.mah,,run.INF2.ILL,,
UT122,kana,ˈka.naˑ,,,hen,
UT124,houkuttamińi,ˈhou.kut.taˌmi.nʲi,,,tempting; alluring,
UT125,kana,ˈka.naˑ,,,hen,
UT128,kyläläińi,ˈky.læˌlæi.nʲi,,,village resident,
UT131,kauha,ˈkau.ha,,,scoop; dipper,
UT132,tuohuš,ˈtuo.huʃ,,,candle,
UT135-1,pyy,pyː,,,Tetrastes bonasia,
UT135-2,yksin,ˈyk.sin,,,alone,
UT136-1,öińi,ˈøi.nʲi,,,nightly,
UT136-2,šöi,ʃøi,,eat.PST.3SG,,
UT140-1,päre,ˈpæ.reˑ,,,pine splinter,
UT140-2,pereh,ˈpe.reh,,,family,
UT141-1,klimppu,ˈklimp.pu,,,loaf of bread / brick-bread,
UT141-2,klasi,ˈkla.si,,,glass,
UT141-3,stauttša,ˈstaut.t͡ʃa,,,bowl,
UT143,huršti,ˈhurʃ.tʲi,,,"(linen) fabric, towel, carpet",
UT146-1,veĺĺi,ˈvelʲ.lʲi,,,brother,
UT146-2,n'apa,ˈnʲa.pa,,,belly button,
UT153-1,vačča,ˈvat͡ʃ.t͡ʃa,,,belly,
UT153-2,eččie,ˈet͡ʃ.t͡ʃie,,,,
UT154,šoalis,ˈʃoa.lis,,,"prey, fair game",
UT159,raha,ˈra.haˑ,,,money,
UT165-1,joki,ˈjo.ki,,,river,
UT165-2,jovešša,ˈjo.veʃ.ʃa,,river.INE.SG,,
UT166-1,šukka,ˈʃuk.ka,,,stocking,
UT166-2,šukat,ˈʃu.kat,,,stockings,
