ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB073,Mun lieggiim tunjin riddosäävni,,mun lieggii-m tunjin riddosäävni,1SG.NOM heat.PRS.1SG 2SG.ILL beach.sauna.GEN/ACC.SG,I will heat the beach sauna for you,SIKOR
GB074,pirrâ kaavpug,,pirrâ kaavpug,around city.GEN/ACC.SG,all over the city,Valtonen and Ylikoski and Aikio 2022: 192
GB075,kaavpug pirrâ,,kaavpug pirrâ,city.GEN/ACC.SG around,around (surrounding) the city,Valtonen and Ylikoski and Aikio 2022: 192
GB080,uástáččim,,uástá-čč-im,buy-COND-1SG,I would buy,Valtonen and Ylikoski and Aikio 2022: 188
GB083,ostim,,ost-im,buy-PST.1SG,I bought,Valtonen and Ylikoski and Aikio 2022: 188
GB089,uástám,,uástá-m,buy-PRS.1SG,I buy,Valtonen and Ylikoski and Aikio 2022: 188
GB091,uástám,,uástá-m,buy-PRS.1SG,I buy,Valtonen and Ylikoski and Aikio 2022: 188
GB113,kaččâđ > kačâttiđ,,kaččâ-đ > kačâ-tti-đ,run-INF > run-CAUS-INF,to run > to make someone run; to run after someone,Itkonen 1986: 250-251
GB114-1,puhhiđ > puhhiidâttâđ,,puhhi-đ > puhhii-dâttâ-đ,squeeze-INF > squeeze-REFL-INF,to squeeze (through somewhere) > to squeeze oneself (through somewhere),Itkonen 1987: 385-386
GB114-2,poossâđ > posâdâttâđ,,poossâ-đ > posâ-dâttâ-đ,wash-INF > wash-REFL-INF,to wash > to wash oneself,Itkonen 1987: 394
GB115,uáiniđ > uáinâlâttâđ,,uáini-đ > uáinâ-lâttâ-đ,see-INF > see-RECP-INF,to see > to see eachother; to meet,Itkonen 1987: 260
GB117,Mun lam nieidâ,,mun la-m nieidâ,1SG.NOM be-PRS.1SG girl.NOM.SG,I am a girl,SIKOR
GB120,Mun lam uástám uđđâ auto,,mun la-m uástá-m uđđâ auto,1SG.NOM be-PRS.1SG buy-PST.PTCP new.ATTR car.GEN/ACC.SG,I have bought a new car,Valtonen and Ylikoski and Aikio 2022: 190
GB121-1,Mun lam uástám uđđâ auto,,mun la-m uástá-m uđđâ auto,1SG.NOM be-PRS.1SG buy-PST.PTCP new.ATTR car.GEN/ACC.SG,I have bought a new car,Valtonen and Ylikoski and Aikio 2022: 190
GB121-2,Mun lijjim uástám uđđâ auto,,mun lijj-im uástá-m uđđâ auto,1SG.NOM be-PST.1SG buy-PST.PTCP new.ATTR car.GEN/ACC.SG,I had bought a new car,Valtonen and Ylikoski and Aikio 2022: 190
GB130,Eeči ilodij.,,eeči ilodi-j,father.NOM.SG be_happy-PST.3SG,The father was happy,SIKOR
GB132,Ákku uástá purrâmušâid,,ákku uástá purrâmušâ-id,grandmother.NOM.SG buy.PRS.3SG food-ACC.PL,The grandmother buys food,SIKOR
GB134-1,sii sárnuh anarâškielâ,,sii sárnu-h anarâškielâ,3PL.NOM speak-PRS.3PL Anaar.Saami.language.GEN/ACC.SG,they speak Aanaar Saami,SIKOR
GB134-2,"ulmuuh, kiäh sárnuh anarâškielâ",,"ulmuu-h, kiä-h sárnu-h anarâškielâ",person-NOM.PL who-NOM.PL speak-PRS.3PL Aanaar.Saami.language.GEN/ACC.SG,people who speak Aanaar Saami ,SIKOR
GB135-1,"Lam kuullâm, et sun lii čeppi sárguđ",,"la-m kuullâ-m, et sun lii čeppi sárgu-đ",be-PRS.1SG hear-PST.PTCP that 3SG.NOM be.PRS.3SG skilled draw-INF,I have heard that (s)he is skilled at drawing,Olthuis 2000: 222
GB135-2,"Jiem ibbeerd, mondiet ulmuuh iä tuostâ sárnuđ sämikielâ",,"jiem ibbeerd, mondiet ulmuu-h iä tuostâ sárnu-đ sämikielâ.",NEG.1SG understand.PRS.CNG why person-NOM.PL NEG.3PL dare.PRS.CNG speak-INF Saami.language.GEN/ACC.SG,I dont understand why people dont dare to speak Saami,Olthuis 2000: 222
GB139-1,ele moonâ tohon,,ele moonâ tohon,NEG.IMP.2SG go.PRS.CNG there,dont go there (2Sg),SIKOR
GB139-2,jieh moonâ olgos,,jieh moonâ olgos,NEG.2SG go.PRS.CNG outside,you (2Sg) dont go outside,SIKOR
GB140-1,Toh iä lah Kaamâsist,,to-h iä lah Kaamâsi-st,that-NOM.PL NEG.3PL be.PRS.CNG Kaamâs-LOC.SG,Those are not in Kaamâs (place name),SIKOR
GB140-2,Sämikielâ sárnoo ulmui meereest iä lah tärkkilis tiäđuh,,sämikielâ sárnoo ulmu-i meeree-st iä lah tärkkilis tiäđu-h,Saami.language.GEN/ACC.SG speak.PRS.PTCP person-GEN.PL amount-LOC.SG NEG.3PL be.PRS.CNG exact.ATTR information-NOM.PL,There is no exact information on the number of people who speak Saami,SIKOR
GB140-3,Kuobbâreh iä lah šadoh,,kuobbâre-h iä lah šado-h,mushroom-NOM.PL NEG.3PL be.PRS.CNG plant-NOM.PL,Mushrooms are not plants,SIKOR
GB147-1,passeeđ > possuđ,,passee-đ > poss-u-đ,roast-INF > roast-PASS-INF,to roast > to be roasted,Valtonen and Ylikoski and Aikio 2022: 191
GB147-2,kuullâđ > kulluđ,,kuullâ-đ > kull-u-đ,hear-INF > hear-PASS-INF,to roast > to be roasted,Valtonen and Ylikoski and Aikio 2022: 191
GB155,puurrâđ > purâttiđ,,puurrâ-đ > purâ-tti-đ,eat-INF > eat-CAUS-INF,to eat > to feed,Valtonen and Ylikoski and Aikio 2022: 191
GB184,táválijn uuvsâin,,táváli-jn uuvsâ-in,ordinary-LOC.PL door-LOC.PL,at/from ordinary doors,Valtonen and Ylikoski and Aikio 2022: 193
GB185,toh tuveh,,to-h tuve-h,that-NOM.PL house-NOM.PL,those houses,Valtonen and Ylikoski and Aikio 2022: 193
GB187,kyeli > kuálááš,,kyeli > kuáláá-š,fish.NOM.SG > fish-DIM.NOM.SG,fish > small fish,Valtonen and Ylikoski and Aikio 2022: 191
GB193,mučis ellee,,mučis ellee,beautiful.ATTR animal.NOM.SG,beautiful animal,Valtonen and Ylikoski and Aikio 2022: 194
GB203,puoh sämikielah,,puoh sämikiela-h,all Saami.language-NOM.PL,all Saami languages,SIKOR
GB204-1,Tot eelâš tääbbin jyehi peeivi,,Tot eelâš tääbbin jyehi peeivi.,DEM.NOM.SG drop_by.PRS.3SG here every day.GEN/ACC.SG,(S)he drops by here every day,Olthuis 2000:184
GB204-2,Puoh párnááh lijjiii fáárust,,puoh párnáá-h lijj-ii fáárust,all child-NOM.PL be-PST.3PL along.ADV,All children came along,Olthuis 2000:184
GB252,Munnust lii stuorrâ táálu,,munnu-st lii stuorrâ táálu,1DU-LOC be.PRS.3SG big.ATTR house.NOM.SG,The two of us have a big house,Olthuis 2000: 219
GB266,táválii uuvsâst stuárráb já vasteeb,,táválii uuvsâ-st stuárrá-b já vastee-b,ordinary.GEN/ACC.SG door-LOC.SG big-COMP.NOM.SG and ugly-COMP.NOM.SG,bigger and uglier than an ordinary door,Valtonen and Ylikoski and Aikio 2022: 193
GB273-1,táválii uksâd stuárráb já vasteeb,,táválii uksâ-d stuárrá-b já vastee-b,ordinary.GEN/ACC.SG door-PRT big-COMP.NOM.SG and ugly-COMP.NOM.SG,bigger and uglier than an ordinary door,Koskimies and Itkonen 1917: 85; Valtonen and Ylikoski and Aikio 2022: 192
GB273-2,táválii uuvsâ stuárráb já vasteeb,,táválii uuvsâ stuárrá-b já vastee-b,ordinary.GEN/ACC.SG door.GEN/ACC.SG big-COMP.NOM.SG and ugly-COMP.NOM.SG,bigger and uglier than an ordinary door,Valtonen and Ylikoski and Aikio 2022: 193
GB275,táválii uuvsâst stuárráb já vasteeb,,táválii uuvsâ-st stuárrá-b já vastee-b,ordinary.GEN/ACC.SG door-LOC.SG big-COMP.NOM.SG and ugly-COMP.NOM.SG,bigger and uglier than an ordinary door,Valtonen and Ylikoski and Aikio 2022: 193
GB298-1,Kuobbâreh iä lah šadoh,,kuobbâre-h iä lah šado-h,mushroom-NOM.PL NEG.3PL be.PRS.CNG plant-NOM.PL,Mushrooms are not plants,SIKOR
GB298-2,"Jiem tieđe, kost sij ležeh",,"jiem tieđe, kost sij le-ž-eh",NEG.1SG know.PRS.CNG where 3PL.NOM be-POT-3PL,I dont know where they might be,Valtonen and Ylikoski and Aikio 2022: 189
GB301,Muoi Ánnáin láim meecist,,muoi Ánná-in lá-im meeci-st,1DU.NOM Anna-COM.SG be-PST.1DU forest-LOC.SG,Anna and I were in the forest,Morottaja and Singh and Toivonen 2017: 1
GB304,Autosuolluuh kavnâttettii poolisáid,,autosuolluu-h kavnâ-ttett-ii poolisá-id.,car.thief-NOM.PL find-PASS.ADVS-PST.3PL police-ILL.PL,The car thieves got caught by the police,Valtonen and Ylikoski and Aikio 2022: 193
GB305-1,Mun jeđđejim jieččân,,mun jeđđej-im jieččâ-n,1SG.NOM calm_down-PST.1SG REFL.NOM/GEN/ACC.SG-POSS.1,I calmed myself down,SIKOR
GB305-2,Häästi jieijâd já álmottât nooveelháástun!,,häästi jieijâ-d já álmottât nooveelháástu-n!,challenge.IMP.2SG REFL.NOM/GEN/ACC-POSS.2 and register.IMP.2SG short_story.challenge-ILL.SG,Challenge yourself (SG) and register for the short story challenge!,SIKOR
GB305-3,"Ko sun ooinij jieijâs, sun ličij árvuštâllâm jieijâs 40-ahasâžžân",,"ko sun ooini-j jieijâ-s, sun li-č-ij árvustâllâ-m jieijâ-s 40-ahasâžžâ-n",when 3SG.NOM REFL.NOM/GEN/ACC-POSS.3 3SG be-COND-3SG estimate-PST.PTCP REFL.NOM/GEN/ACC-POSS.3 40-year.ADJ-ESS,"When (s)he saw her/himself, (s)he would have estimated her/himself to be 40 years old",SIKOR
GB306-1,Toh kyeimi kyeimis sujâttáin,,to-h kyeimi kyeimi-s sujâttá-in,DEM-NOM.PL each_other.NOM.SG each_other.NOM/GEN/ACC.SG-POSS.3 accuse-PST.3DU,The two of them accused each other,Olthuis 2000: 179
GB306-2,Tij kolgâvetteđ kyeimi kuáimád rähistiđ,,tij kolgâ-vetteđ kyeimi kuáimá-d rähisti-đ,3PL.NOM must-PRS.3PL each_other.NOM.SG each_other.NOM/GEN/ACC.SG-POSS.2 love-INF,You have to love one another,Olthuis 2000: 179
GB312-1,sámástiččim,,sámásti-čč-im,speak.Saami-COND-1SG,I would speak Saami,Valtonen and Ylikoski and Aikio 2022: 188
GB312-2,sámástižžeem,,sámásti-žž-eem,speak.Saami-POT-1SG,I might speak Saami,Valtonen and Ylikoski and Aikio 2022: 188
GB325-1,"Maid arvâlah, kalle kyele já maid kuolijd sij kuddii onne? ",,"maid arvâla-h, kalle kyele já maid kuoli-jd sij kudd-ii onne ? ",what.ACC think-2SG how_many fish.GEN/ACC.SG and what.ACC fish-ACC.PL 3PL.NOM catch-PST.3PL today,What do you think how many fish and what kind of fish they caught today?,SIKOR
GB325-2,Mon ennuv käähvi máksá?,,mon ennuv käähvi máksá,what.GEN much coffee.NOM.SG cost.PRS.3SG,How much does the coffee cost?,SIKOR
GB327-1,"Lii tot poccuukäristys, mii lii taggaar purrâmuš, mast ulmuuh ennuv lijkkojeh",,"lii tot poccuukäristys, mii lii taggaar purrâmuš, mast ulmuu-h ennuv lijkkoj-eh.",be.PRS.3SG DEM.NOM.SG reindeer.sauté.NOM.SG what.NOM.SG be.3SG such.NOM.SG food.NOM.SG what.LOC.SG person-NOM.PL much like-PRS.3PL,"There is sautéed reindeer, which is a dish that is much liked by people",Valtonen and Ylikoski and Aikio 2022: 194
GB327-2,"ulmuuh, kiäh sárnuh anarâškielâ",,"ulmuu-h, kiä-h sárnu-h anarâškielâ",person-NOM.PL who-NOM.PL speak-PRS.3PL Aanaar.Saami.language.GEN/ACC.SG,people who speak Aanaar Saami ,SIKOR
GB333,love > kyehtilove,,love > kyehti-love,ten.NOM.SG > two-ten.NOM.SG,ten > twenty,Olthuis 2000: 186
GB408-1,Ákku uástá purrâmušâid,,ákku uástá purrâmušâ-id,grandmother.NOM.SG buy.PRS.3SG food-ACC.PL,The grandmother buys food,SIKOR
GB408-2,Mij ooinijm stuorrâ ruškis kuobžâ meecist,,mij ooini-jm stuorrâ ruškis kuobžâ meeci-st,1PL.NOM see-PST.1PL big.ATTR brown.ATTR bear.GEN/ACC.SG forest-LOC.SG,We saw a big brown bear in the forest,Olthuis 2000: 222
GB421-1,"Toh tietih, et mij lep tääbbin",,"to-h tieti-h, et mij le-p tääbbin",DEM-NOM.PL know-PRS.3PL that 1PL.NOM be-PRS.1PL here,They know that we are here,SIKOR
GB421-2,"Mun smiettim, et taam kalga juhlođ",,"mun smiett-im, et taa-m kalga juhlo-đ",1SG.NOM think-PST.1SG that DEM-ACC.SG must.PRS.3SG celebrate-INF,I thought that this must be celebrated,SIKOR
GB433,enni > iännád,,enni > iánná-d,mother.NOM.SG > mother.NOM/GEN/ACC.SG-POSS.2,mother > your (SG/DU/PL) mother,Valtonen and Ylikoski and Aikio 2022: 187
GB522-1,Poottim jieht pááikán,,poott-im jieht pááiká-n,come-PST.1SG yesterday home-ILL.SG,I came home yesterday,Olthuis 2000: 219
GB522-2,Kuás vyelgivetteđ?,,kuás vyelgi-vetteđ,when leave-PRS.2PL,When are you leaving?,Olthuis 2000: 219
