ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB083-3,шым луд ,ʃəm lud ,ʃ-əm lud ,NEG.PST1-1SG fear.CNG,I was not scared,Riese et al. 2022:208
GB083-4,иленам,ilenam,il-en-am ,live-PST2-1SG,I lived,Riese et al. 2022:211
GB089,мый Марий Элыште илем,məj marij eləʃte ilem ,məj marij el-əʃte il-em ,1SG Mari El-INE live-NPST.1SG,I live in Mari El,Riese et al. 2022:201
GB091,ме оҥай книгам лудына,me oŋaj knigam ludəna ,me oŋaj kniga-m lud-əna ,1PL interesting book-ACC read-NPST.1PL,we are reading an interesting book,Riese et al. 2022:201
GB111-1,кочкеш ,kot͡ɕkeʃ ,kot͡ɕk-eʃ ,eat-NPST.3SG,he is eating,Riese et al. 2022:197
GB111-2,вуча,βut͡ɕa ,βut͡ɕ-a ,wait-NPST.3SG,he is waiting,Riese et al. 2022:197
GB113-1,шочаш ~ шочыкташ,ʃot͡ɕaʃ ~ ʃot͡ɕəktaʃ ,ʃot͡ɕ-aʃ ~ ʃot͡ɕ-əkt-aʃ ,be.born-INF ~ be.born-CAUS-INF,to be born ~ to give birth,Riese et al. 2022:385
GB113-2,шолаш ~ шолташ,ʃolaʃ ~ ʃoltaʃ ,ʃol-aʃ ~ ʃol-t-aʃ ,be.boiling-INF ~ be.boiling-CAUS-INF,to boil (intr.) ~ to boil (tr.),Riese et al. 2022:386
GB114,аралалташ,aralaltaʃ ,aral-alt-aʃ ,protect-REFL-INF,to protect oneself,Riese et al. 2022:383
GB117,мый марий улам,məj marij ulam ,məj marij ul-am ,1SG Mari be-NPST.1SG,I am a Mari (person),Riese et al. 2022:292
GB120-1,Эверестыш кӱзен сеҥеда ыле? ,everestəʃ kyzen seŋeda əle? ,everest-əʃ kyz-en seŋ-eda əʎe? ,Everest-ILL climb-CVB win-NPST.2PL PST be.PST1.3SG,Would you manage to climb Mount Everest?,Riese et al. 2022:287
GB120-2,статьям кумшо арня возен кием,statʲjam kumʃo arɲa βozen kijem ,statʲja-m kum-ʃo arɲa βoz-en kij-em ,article-ACC three-ORD week write-CVB lie-NPST-1SG,I have been writing this article for three weeks,Riese et al. 2022:283
GB121,Йыҥгыртымет годым мушкылтам ыле,jəŋgərtəmet godəm muʃkəltam əle ,jəŋgərt-əm-et godəm muʃkəlt-am əʎe ,acquaintance-1SG concert-INE guitar with play-INF start-NPST.3SG,My acquaintance will play the guitar in the concert,Riese et al. 2022:203
GB126,юмо уло,jumo ulo ,jumo ulo ,god EX,there is a god,Riese et al. 2022:299
GB127-1,шындаш,ʃəndaʃ ,ʃənd-aʃ ,set-INF,"to put (to a sitting position; a wide, stable object, e.g. a jar)",Riese et al. 2022:281
GB127-2,пышташ,pəʃtaʃ ,pəʃt-aʃ ,put-INF,"to put (in a horizontal position, e.g. leave a book lying on a table)",Riese et al. 2022:281
GB134-1,марий йылмым тунемше студент-влак ,marij jəlməm tunemʃe student-βlak ,marij jəlmə-m tunem-ʃe student-βlak ,Mari language-ACC study-ACT.PTCP student-PL,students who study Mari language,Riese et al. 2022:255
GB134-2,"Экзамен-влак тӱҥалмеке, студент-влак шагал малат","ekzamen-βlak tyŋalmeke, student-βlak ʃagal malat","ekzamen-βlak tyŋal-meke, student-βlak ʃagal mal-at",exam-PL begin-CVB.PRI student-PL little sleep-NPST.3PL,"After the exams start, students sleep little",Riese et al. 2022:269
GB135,Йоча-влак цирк толшашым вученыт,jot͡ɕa-βlak t͡sirk tolʃaʃəm βut͡ɕenət,jot͡ɕa-βlak t͡sirk tol-ʃaʃ-əm βut͡ɕ-en-ət,child-PL circus come-PTCP.FUT-ACC wait-PST2-3PL,The children were waiting for the circus to come,Riese et al. 2022:261
GB137,Ончыгече самолётышко шуктен омыл,ont͡ɕəget͡ɕe samoʎotəʃko ʃukten oməl,ont͡ɕəget͡ɕe samoʎot-əʃko ʃukt-en oməl,the.day.before.yesterday plane-ILL arrive.in.time-PST2.CNG NEG.PST2.1SG,I didn't catch my flight the day before yesterday,Riese et al. 2022:216
GB139,от коч ~ ит коч ,ot kot͡ɕ ~ it kot͡ɕ ,o-t kot͡ɕ ~ i-t kot͡ɕ ,NEG.NPST-2SG eat.CNG ~ NEG.IMP-2SG eat.CNG,you don't eat ~ don't eat!,"Riese et al. 2022:199, 234"
GB146,мыйым кокырыкта,məjəm kokərəkta ,məj-əm kokərəkt-a ,1SG-ACC make.cough-NPST.3SG,I have a cough,Bradley et al. 2022: кокырыкташ
GB147,паша ышталтеш,paʃa əʃtalteʃ ,paʃa əʃt-alt-eʃ ,work do-REFL-NPST.3SG,the work is being done,Riese et al. 2022:383
GB152-1,"Изиш канымеке, пашам кычалаш тӱҥалам","iziʃ kanəmeke, paʃam kət͡ɕalaʃ tyŋalam","iziʃ kanə-meke, paʃa-m kət͡ɕal-aʃ tyŋal-am",a.bit rest-CVB.PRI work-ACC look.for-INF start-NPST.1SG,"After relaxing a bit, I will start looking for work",Riese et al. 2022:268
GB152-2,"Вашкышемла, кид гычем стакан камвозын","vaʃkəʃemla, kid gət͡ɕem stakan kamβozən","vaʃkə-ʃemla, kid gət͡ɕ-em stakan kamβoz-ən",hurry-CVB.SIM.1SG hand from-PX.1SG glass fall-PST2.3SG,"As I was rushing, the glass fell out of my hand",Riese et al. 2022:273
GB160-1,угыч-угыч ,ugət͡ɕ-ugət͡ɕ ,ugət͡ɕ-ugət͡ɕ ,again-again,again and again,Riese et al. 2022:369
GB160-2,тыгыде-тагыде ,təgəde tagəde ,təgəde-tagəde ,INTS~small,teeny-tiny,Riese et al. 2022:369
GB160-3,шеп-шем(е) ,ʃepʃem(e) ,ʃep-ʃem(e) ,INTS~black,pitch black,Riese et al. 2022:369
GB185,нине текст-влак ,nine tekst-βlak ,nine tekst-βlak ,DEM.PROX.PL text-PL,these texts,Riese et al. 2022:134
GB193,сылне сӱрет ,səlne syret ,səlne syret ,beautiful picture,a beautiful picture,Riese et al. 2022:93
GB203,Жап эртыме семын чыла начар мондалтеш,ʒap ertəme semən t͡ɕəla nat͡ɕar mondalteʃ ,ʒap ertə-me semən t͡ɕəla nat͡ɕar mond-alt-eʃ ,time pass-AN according.to all bad forget-PASS-NPST.3SG,"As time goes by, all bad things are forgotten",Riese et al. 2022:153
GB204,Кажне саскан шке жапше,kaʒne saskan ʃke ʒapʃe ,kaʒne saska-n ʃke ʒap-ʃe ,every fruit-GEN own time-PX.3SG,Every fruit has its own time,Riese et al. 2022:153
GB254,Мишан машинаже уло,miʃan maʃinaʒe ulo ,miʃa-n maʃina-ʒe ulo ,Misha-GEN car-PX.3SG COP.EX,Misha has a car,Riese et al. 2022:302
GB257,Тый финнла кутырет? ,təj finːla kutəret? ,təj finː-la kutər-et? ,2SG Finnish-ADV speak-NPST.2SG,Do you speak Finnish?,Riese et al. 2022:316
GB263,Марий калык кочкыш тамле мо? ,marij kalək kot͡ɕkəʃ tamle mo? ,marij kalək kot͡ɕkəʃ tamle mo? ,Mari nation food tasty Q,Is the Mari national cuisine tasty?,Riese et al. 2022:345
GB266-1,Изам деч серыш толын,izam det͡ɕ serəʃ tolən ,iza-m det͡ɕ serəʃ tol-ən ,elder.brother-PX.1SG from letter come-PST2.3SG,A letter came from my big brother,Riese et al. 2022:168
GB266-2,Юл Какшан деч кужурак,jul kakʃan det͡ɕ kuʒurak ,jul kakʃan det͡ɕ kuʒu-rak ,Volga Kokshaga from long-CMPR,The Volga is longer than the Kokshaga,Riese et al. 2022:169
GB301,Нуно ватыж дене нигунам огыт ӱчаше,nuno βatəʒ dene nigunam ogət yt͡ɕaʃe ,nuno βatə-ʒ dene nigunam o-gət yt͡ɕaʃe ,3PL wife-PX.3SG with never NEG.NPST-3PL fight.CNG,He and his wife never argue,Riese et al. 2022:167
GB305,Шкем ончыктем,ʃkem ont͡ɕəktem ,ʃke-m ont͡ɕəkt-em ,REFL-(1SG.)ACC show-NPST.1SG,I’ll show myself,Riese et al. 2022:139
GB312,луднем ,ludnem ,lud-ne-m ,read-DES-1SG,I want to read,Riese et al. 2022:240
GB323,Самырык годым те почеламутым возеда улмаш,samərək godəm te pot͡ɕelamutəm βozeda ulmaʃ,samərək godəm te pot͡ɕelamut-əm βoz-eda ulmaʃ,young while 2PL poem-ACC write-NPST.2PL PST.EV,"You wrote poems when you were young, it turns out",Riese et al. 2022:222
GB326-1,Поезд 7 шагатлан тарвана,pojezd ʃəm ʃagatlan tarβana ,pojezd ʃəm ʃagat-lan tarβan-a ,train seven hour-DAT leave-NPST.3SG,The train leaves at 7 o'clock,Riese et al. 2022:145
GB326-2,Поезд мынярылан/кунам тарвана?,pojezd məɲarəlan/kunam tarβana? ,pojezd məɲarə-lan/kunam tarβan-a? ,train how.many-DAT/when leave-NPST.3SG,When does the train leave?,"Riese et al. 2022:145, 422"
GB327,"чын йӧратымашым, кудым чылан кычалыт, тыланем ","t͡ɕən jøratəmaʃəm, kudəm t͡ɕəlan kət͡ɕalət, təlanem ","t͡ɕən jøratəmaʃ-əm, kudə-m t͡ɕəlan kət͡ɕal-ət, təlan-em ",true love-ACC which-ACC everybody-INS look.for-NPST.3PL wish-NPST.1SG,"I wish (you) true love, (such) which everyone is looking for",MMC
GB333,шӱдӧ индешле индеше,ʃydø indeʃle indeʃe ,ʃydø indeʃ-le indeʃe ,hundred nine-ten nine,199,Riese et al. 2022:103
GB415-1,Тый шуматкечын мом ыштет? ,təj ʃumatket͡ɕən mom əʃtet? ,təj ʃumatket͡ɕə-n mo-m əʃt-et? ,2SG Saturday-INS what-ACC do-NPST.2SG,What are you (familiar) doing on Saturday?,Riese et al. 2022:420
GB415-2,Те мылам полшен кертыда? ,te məlam polʃen kertəda? ,te məlam polʃ-en kert-əda? ,2PL 1SG.DAT help-CVB can-NPST.2PL,Could you (polite) help me?,Riese et al. 2022:420
GB422,Ават эре тыйын нерген шона,aβat ere təjən nergen ʃona ,aβa-t ere təj-ən nergen ʃon-a ,mother-PX.2SG always 2SG-GEN about think-NPST.3SG,Your mother always thinks about you,Riese et al. 2022:177
GB521,Йыҥгыртымет годым мушкылтам ыле,jəŋgərtəmet godəm muʃkəltam əle,jəŋgərtə-m-et godəm muʃkəlt-am əle,ring-AN-PX.2SG during bathe-NPST.1SG PST,I was taking a bath when you called,Riese et al. 2022:331
GB522,Кушто илет?,kuʃto ilet? ,kuʃto il-et? ,where live-NPST.2SG,Where do you live?,Riese et al. 2022:133
