ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB139-1,эн гиж,en giʒ,en giʒ,NEG.IMP.2SG write.CNG.SG,Don't write!,Lytkin 1955:219
GB139-2,он гиж,on giʒ,on giʒ,NEG.PRES.2SG write.CNG.SG,You do not write.,Lytkin 1955:218
GB148,кыйсьыны,kɨjɕɨnɨ,kɨj-ɕ-ɨnɨ,hunt-ANTIP-INF,to hunt (in general),Lytkin 1955:237
GB152-1,Шонді петтӧдз колхозникъяс уджалісны му вылын,ʃondi petːɘd͡ʑ kolxozɲikjas ud͡ʒalisnɨ mu vɨlɨn,ʃondi pet-ːɘd͡ʑ kolxozɲik-jas ud͡ʒal-isnɨ mu vɨl-ɨn,sun exit-CVB.SEQ kolkhoz.worker-PL work-PST1.3PL earth on-INE,By the time the sun rose the kolkhoz workers had been working in the field.,Lytkin 1955:246
GB152-2,Рӧднӧй завод йылысь думайтігӧн сьӧлӧмыслы вӧлі кокни,rɘdnɘj zavod jɨlɨɕ dumajtigɘn ɕɘlɘmɨslɨ vɘli kokɲi,rɘdnɘj zavod jɨlɨɕ dumajt-igɘn ɕɘlɘm-ɨs-lɨ vɘli kokɲi,native factory about think-CVB.SYN heart.PX.3SG.DAT COP.PST1 light,While thinking about the factory at home he felt lightness in his heart.,Lytkin 1955:244
GB155,ме дорӧда пурт кузнечлы,me dorɘda purt kuzɲet͡ɕlɨ,me dor-ɘd-a purt kuzɲet͡ɕ-lɨ,1SG forge-CAUS-PRES.1SG knife smith-DAT,I am having a knife forged by a smith.,Lytkin 1955:233
GB160-1,А луныс ӧд вӧлі лӧнь-лӧнь,a lunɨs ɘd vɘli lɘɲ-lɘɲ,a lun-ɨs ɘd vɘli lɘɲ-lɘɲ,but day-DEF.NOM INTS COP.PST1 quiet-quiet,"But, you know, the day was very quiet.",Art 2011 (Komi-Zyrian corpus)
GB160-2,ӧтиӧн-ӧтиӧн,ɘciɘn-ɘciɘn,ɘci-ɘn-ɘci-ɘn,one-INST-one-INST,one by one,Beznosikova et al. 2000:ӧтиӧн-ӧтиӧн
GB187,няньтор,ɲaɲtor,ɲaɲ-tor,bread-DIM,a small loaf of bread,Lytkin 1955:156
GB193,ён вӧв,jon vɘv,jon vɘv,strong horse,a strong horse,Lytkin 1955:159
GB204-1,став во,stav vo,stav vo,all year,all year,
GB204-2,быд во,bɨd vo,bɨd vo,every year,every year,
GB254,Иванлӧн эм книга,ivanlɘn em kɲiga,ivan-lɘn em kɲiga,Ivan-GEN EX.COP book,Ivan has a book,Lytkin 1955:141
GB264,Мыйкӧ бара эг-ӧ вунӧдӧ ми?,mɨjkɘ bara eg-ɘ vunɘdɘ mi?,mɨjkɘ bara eg-ɘ vunɘd-ɘ mi?,something again NEG.IND.PST1.1PL-Q forget-CNG.PL 1PL,Haven't we forgotten anything after all?,Lytkin 1955:281
GB266,алмаз чорыдджык стальысь,almaz t͡ɕorɨdː͡ʒɨk staʎɨɕ,almaz t͡ɕorɨd-ː͡ʒɨk staʎ-ɨɕ,diamond hard-COMP steel-ELA,Diamond is harder than steel,Lytkin 1955:144
GB273,Ме пӧ сы серти латшкӧсджык,me pɘ sɨ ɕerci lat͡ʃkɘsd͡ʒɨk,me pɘ sɨ ɕerci lat͡ʃkɘs-d͡ʒɨk,1SG IS 3SG as stocky-COMP,One says that I am stockier than him.,Art 2012 (Komi-Zyrian corpus)
GB276,Водз кӧдзӧмыд бӧльӧ бур,vod͡ʑ kɘd͡ʑɘmɨd bɘʎɘ bur,vod͡ʑ kɘd͡ʑ-ɘm-ɨd bɘʎɘ bur,early sow-AN-DEF COMP good,Early sowing is better,Lytkin 1955:281
GB296,дзим-дзурк пасьтасьны,d͡ʑim-d͡ʑurk paɕtaɕnɨ ,d͡ʑim-d͡ʑurk paɕta-ɕ-nɨ ,neatly dress-REFL-INF,to dress up neatly,Beznosikova et al. 2000:дзим-дзурк
GB304,Керкаяс стрӧитсьӧны плӧтникъясӧн,kerkajas strɘitɕɘnɨ plɘtɲikjasɘn,kerka-jas strɘit-ɕ-ɘnɨ plɘtɲik-jas-ɘn,house-PL build-PASS-PRES.3PL carpenter-PL-INS,Houses are being built by carpenters,Lytkin 1955:238
GB305,Тадзи асьсӧ зілис збоймӧдны ,tad͡ʑi aɕsɘ ziʎis zbojmɘdnɨ,tad͡ʑi aɕ-sɘ ziʎ-is zboj-m-ɘd-nɨ,this.way REFL-3SG.ACC strive-PST1.3SG dynamic-V.INCH-CAUS-INF,"By doing so, he tried to gather up more courage (lit. to make himself brave(r)).",Art 2007 (Komi-Zyrian corpus)
GB312,мунамӧй!,munamɘj!,mun-am-ɘj!,go-1PL-IMP,let's go!,Lytkin 1955:218
GB323,Иван мунӧма,ivan munɘma,ivan mun-ɘm-a,Ivan go-PST2-3SG,Ivan has allegedly gone,Lytkin 1955:215
GB325-1,кымын,kɨmɨn,kɨmɨn,how.many,how many,Lytkin 1955:200
GB325-2,мыйта,mɨjta,mɨjta,how.much,how much,Lytkin 1955:200
GB328,журналын йӧзӧдтӧм гижӧдъяс,ʒurnalɨn jɘzɘdtɘm giʒɘdjas,ʒurnal-ɨn jɘzɘd-tɘm giʒ-ɘd-jas,journal-INE publish-PTCP.NEG write-N-PL,writings which have not been published in a journal,Art 2011 (Komi-Zyrian corpus)
GB333,кӧкъямысдас,kɘkjamɨsdas,kɘkjamɨs-das,eight-ten,eighty,Lytkin 1955:186
GB415-1,тэ медся шуда мортыс му вылас,te medɕa ʃuda mortɨs mu vɨlas,te medɕa ʃud-a mort-ɨs mu vɨl-as,2SG SUPL luck-ADJ person-DEF.NOM.SG earth on-DEF.INE,You (familiar) are the happiest person in the world.,"Komi mu, 2015.12.31 (Komi-Zyrian corpus)"
GB415-2,ті шуда морт,ti ʃuda mort,ti ʃud-a mort,2PL luck-ADJ person.NOM.SG,You (polite) are a lucky man!,Art 2008 (Komi-Zyrian corpus)
GB421,"Ті ӧд тӧданныд, мый менам невестаӧй шань","ti ɘd tɘdanːɨd, mɨj menam ɲevestaɘj ʃaɲ","ti ɘd tɘd-anːɨd, mɨj menam ɲevesta-ɘj ʃaɲ",2PL INTS know-PRES.2PL REL 1SG.GEN daughter.in.law-PX.1SG.NOM good,But you know that my daughter-in-law is good (as a person).,Art 2012 (Komi-Zyrian corpus)
GB519,Мед лоӧ Рӧдинаным озыр!,med loɘ rɘɟinanɨm ozɨr!,med lo-ɘ rɘɟina-nɨm ozɨr!,IMP be-PRES.3SG matherland-PX1PL rich,May our Motherland be rich!,Lytkin 1955:218
GB520,"мунӧ вӧлі туй кузя, кор ме видзӧдлі ӧшиньӧд","munɘ vɘli tuj kuʑa, kor me vid͡ʑɘdli ɘʃiɲɘd","mun-ɘ vɘl-i tuj kuʑa, kor me vid͡ʑɘdl-i ɘʃiɲ-ɘd",go-PRES.3SG be-PST1 road along when 1SG look-1SG window-PROL,He was going down the road when I looked through the window.,Lytkin 1955:215
GB522,Гижа пероӧн,giʒa peroɘn,giʒ-a pero-ɘn,write-PRES.1SG pen-INS,I am writing with a pen,Lytkin 1955:208
