ID,Feature,Value,Source,Comment,Example
GB072,"Are there morphological cases for oblique non-pronominal NPs (i.e. not S, A or P)?",1,Klumpp 2016:45,,GB072
GB073,"Are there morphological cases for phonologically independent oblique personal pronouns (i.e. not S, A or P)?",1,Klumpp 2016:48-49,,GB073
GB074,Are there prepositions?,0,Klumpp 2016:65,There are no prepositions.,
GB075,Are there postpositions?,1,Klumpp 2016:65,"The head of a postposition, in general, is marked for genitive, but there are also primary postpositions which govern lative case, or
nominative. Primary postpositions come without inflection, secondary
postpositions, i.e. grammaticalized nouns with local semantics, are inflected for case and,
possibly, also for person.",GB075
GB079,"Do verbs have prefixes or proclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",0,Gerson Klumpp (p.c. 2022),,
GB080,"Do verbs have suffixes or enclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",1,Klumpp 2016:57,,GB080
GB081,Is there productive infixation in verbs?,0,Gerson Klumpp (p.c. 2022),,
GB082,Is there overt morphological marking of present tense on verbs?,1,Klumpp 2016: 51-52,"The productive present tense marker of 19th and 20th century’s Kamas was -LiA; all verbs
borrowed from Turkic form their present tense with this suffix. Its origin is most likely a
construction with the converb in -LAʔ plus the copula verb i- in zero tense (in Samoyedology
traditionally called “aorist”), e.g. 1st person sing. -LjA-m < *-LAʔ i-m. In addition to this form
there are three archaic present tenses which are selected only by specific verbs and a new
durative present tense (continous form).",GB082
GB083,Is there overt morphological marking on the verb dedicated to past tense?,1,Klumpp 2016:51-52,"The marker is -BiA in 1st and 2nd person singular, and -Bi elsewhere.",GB083
GB084,Is there overt morphological marking on the verb dedicated to future tense?,1,Klumpp 2016:51-52,"The most frequent future tense marker is -LA; less often, and only with transitive verbs,
occurs -Lji. The element -L- is the same as in the present tense in -LiA and in the converb
ending -LAʔ, and origins probably from a frequentative derivation marker -l.",GB084
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,1,Klumpp 2016:59,"Many different aktionsarts (e.g., durative, resultative) represented under perfective and imperfective aspect, see Klumpp 2016:59)","GB086-1, GB086-2"
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Klumpp 2016:75,,GB089
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Gerson Klumpp (p.c. 2022),,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Klumpp 2016:54,,GB091
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Gerson Klumpp (p.c. 2022),,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Klumpp 2016:54,,GB093
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Gerson Klumpp (p.c. 2022),,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,0,Gerson Klumpp (p.c. 2022),,
GB096,Are variations in marking strategies of core participants based on verb classes?,0,Gerson Klumpp (p.c. 2022),,
GB098,Are variations in marking strategies of core participants based on person distinctions?,0,Gerson Klumpp (p.c. 2022),,
GB099,Is there verb suppletion for participant person?,0,Gerson Klumpp (p.c. 2022),,
GB103,Can a verb have a benefactive marker (applicative marker or index)?,0,Gerson Klumpp (p.c. 2022),,
GB104,Can a verb have an instrumental marker (applicative marker or index)?,0,Gerson Klumpp (p.c. 2022),,
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,0,Gerson Klumpp (p.c. 2022),,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",0,Klumpp 2016:53,Negation is marked either with negation verb or with a negation particle.,
GB108,Is there directional or locative morphological marking on verbs?,0,Gerson Klumpp (p.c. 2022),,
GB109,Is there verb suppletion for participant number?,0,Gerson Klumpp (p.c. 2022),,
GB110,Is there verb suppletion for tense or aspect?,0,Gerson Klumpp (p.c. 2022),,
GB111,Are there conjugation classes?,0,Gerson Klumpp (p.c. 2022),,
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,Klumpp 2016:57,"The transitive marker is -Tǝ, non-productive marker for some verbs is -l.",GB113
GB114,Is there a phonologically bound reflexive marker on the verb?,1,Klumpp 2016:57,,GB114
GB115,Is there a phonologically bound reciprocal marker on the verb?,1,Klumpp 2017:194,"For a reciprocal reading of the intransitivizer -Ō, a non-singular subject is required.",GB115
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",0,Gerson Klumpp (p.c. 2022),,
GB117,Is there a copula for predicate nominals?,1,Klumpp 2016:67,"While in 3rd person present tense, zero-copula predication seems the default case, in
1st and 2nd person, zero-copula predication varies with predication with the help of the
copula verb i- ‘be’.",GB117
GB118,Are there serial verb constructions?,0,Gerson Klumpp (p.c. 2022),,
GB119,Can mood be marked by an inflecting word (‘auxiliary verb’)?,0,Klumpp 2016: 50–51,,
GB120,Can aspect be marked by an inflecting word ('auxiliary verb')?,1,Klumpp 2016:59-60,,GB120
GB121,Can tense be marked by an inflecting word (‘auxiliary verb’)?,0,Klumpp 2016:51,,
GB122,Is verb compounding a regular process?,0,Gerson Klumpp (p.c. 2022),,
GB123,Are there verb-adjunct (aka light-verb) constructions?,1,Klumpp 2016:67,,GB123
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,0,Gerson Klumpp (p.c. 2022),,
GB126,Is there an existential verb?,0,Klumpp 2016:67,,
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. ‘to lie’ vs. ‘to stand’)?,0,Gerson Klumpp (p.c. 2022),,
GB129,Is there a notably small number of verb roots in the language?,0,Gerson Klumpp (p.c. 2022),,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,1,Klumpp 2016:65-66,"In many cases, S is however realized by a zero pronoun.",GB130
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,0,Gerson Klumpp (p.c. 2022),,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,0,Gerson Klumpp (p.c. 2022),,
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,1,Klumpp 2016:65-66,,GB133
GB134,Is the order of constituents the same in main and subordinate clauses?,1,Künnap 1976:116,,GB134
GB135,Do clausal objects usually occur in the same position as nominal objects?,1,Klumpp 2016:69,,GB135
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",1,Klumpp 2016:65,"SOV is the basic word order, with S in many cases realized by a zero pronoun. The reverse order VO occurs mainly in imperative clauses, but also in verum
focus context.","GB136-1, GB136-2"
GB137,Can standard negation be marked clause-finally?,0,Klumpp 2016: 65–66,"The reverse order VO occurs mainly in imperative clauses, but also in verum focus context.",
GB138,Can standard negation be marked clause-initially?,0,Klumpp 2016: 65–66,In focus context.,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,Klumpp 2016:53,,"GB139-1, GB193-2"
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",0,Klumpp 2016:53,,
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,Gerson Klumpp (p.c. 2022),,
GB147,Is there a morphological passive marked on the lexical verb?,0,Gerson Klumpp (p.c. 2022),,
GB148,Is there a morphological antipassive marked on the lexical verb?,0,Gerson Klumpp (p.c. 2022),,
GB149,Is there a morphologically marked inverse on verbs?,0,Gerson Klumpp (p.c. 2022),,
GB150,Is there clause chaining?,1,Klumpp 2016:55,,GB150
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Gerson Klumpp (p.c. 2022),,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,1,Klumpp 2016:55-56,,"GB152-1, GB152-2"
GB155,Are causatives formed by affixes or clitics on verbs?,1,Klumpp 2016:,Causative marker is -Tǝ.,GB155
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,Gerson Klumpp (p.c. 2022),,
GB158,Are verbs reduplicated?,0,Gerson Klumpp (p.c. 2022),,
GB159,Are nouns reduplicated?,0,Gerson Klumpp (p.c. 2022),,
GB160,Are elements apart from verbs or nouns reduplicated?,0,Gerson Klumpp (p.c. 2022),,
GB165,Is there a productive morphological trial marker on nouns?,0,Klumpp 2016:44,"There are three numbers in Kamas: singular, dual, and plural.",
GB166,Is there a productive morphological paucal marker on nouns?,0,Gerson Klumpp (p.c. 2022),,
GB167,Is there a logophoric pronoun?,0,Gerson Klumpp (p.c. 2022),,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,Gerson Klumpp (p.c. 2022),,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,Gerson Klumpp (p.c. 2022),,
GB172,Can an article agree with the noun in noun class/gender?,0,Gerson Klumpp (p.c. 2022),,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,Gerson Klumpp (p.c. 2022),,
GB184,Can an adnominal property word agree with the noun in number?,0,Klumpp 2016:63,,
GB185,Can an adnominal demonstrative agree with the noun in number?,0,Klumpp 2016:48,,
GB186,Can an article agree with the noun in number?,0,Gerson Klumpp (p.c. 2022),,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,Klumpp 2016:58,,GB187
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,0,Gerson Klumpp (p.c. 2022),,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,Gerson Klumpp (p.c. 2022),,
GB193,What is the order of adnominal property word and noun?,1,Klumpp 2016:63,,GB193
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,Klumpp 2016:49,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,Klumpp 2016:49,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,Gerson Klumpp (p.c. 2022),,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,Klumpp 2016:64,,GB203
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,?,Gerson Klumpp (p.c. 2022),No information.,
GB250,Can predicative possession be expressed with a transitive â€˜habeoâ€™ verb?,0,Klumpp 2016:46–47,,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,0,Gerson Klumpp (p.c. 2022),,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Gerson Klumpp (p.c. 2022),,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,1,Klumpp 2016:67,,GB254
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,Gerson Klumpp (p.c. 2022),,
GB257,Can polar interrogation be marked by intonation only?,0,Gerson Klumpp (p.c. 2022),,
GB260,Can polar interrogation be indicated by a special word order?,0,Gerson Klumpp (p.c. 2022),,
GB262,Is there a clause-initial polar interrogative particle?,0,Gerson Klumpp (p.c. 2022),,
GB263,Is there a clause-final polar interrogative particle?,1,Klumpp 2016:77,,GB263
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,0,Gerson Klumpp (p.c. 2022),,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,Gerson Klumpp (p.c. 2022),,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,1,Gusev et al. 2019,,GB266
GB270,Can comparatives be expressed using two conjoined clauses?,0,Gerson Klumpp (p.c. 2022),,
GB273,"Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass, exceed’ meaning?",0,Gerson Klumpp (p.c. 2022),,
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,Klumpp 2016:58,The comparative marker is -(a)rak which is borrowed from Turkic and has no vowel harmony.,GB275
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,Gerson Klumpp (p.c. 2022),,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,Gerson Klumpp (p.c. 2022),,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,0,Gerson Klumpp (p.c. 2022),,
GB291,Can polar interrogation be marked by tone?,?,Gerson Klumpp (p.c. 2022),,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,Gerson Klumpp (p.c. 2022),,
GB297,Can polar interrogation be indicated by a V-not-V construction?,?,Gerson Klumpp (p.c. 2022),No information.,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,Klumpp 2016:53,,GB298
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,1,Klumpp 2016:53,,GB299
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Gerson Klumpp (p.c. 2022),,
GB301,Is there an inclusory construction?,1,Gusev et al. 2019,,GB301
GB302,Is there a phonologically free passive marker (‘particle’ or‘auxiliary’)?,0,Gerson Klumpp (p.c. 2022),,
GB303,Is there a phonologically free antipassive marker (‘particle’ or‘auxiliary’)?,0,Gerson Klumpp (p.c. 2022),,
GB304,Can the agent be expressed overtly in a passive clause?,?,Gerson Klumpp (p.c. 2022),No information.,
GB305,Is there a phonologically independent reflexive marker?,1,Klumpp 2016:57,,GB305
GB306,Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other  two + two)?,0,Klumpp 2016:44,,
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,Klumpp 2016:51,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,Klumpp 2016:51,,GB312
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,Gerson Klumpp (p.c. 2022),,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,Gerson Klumpp (p.c. 2022),,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,Gerson Klumpp (p.c. 2022),,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,Klumpp 2016:44–45,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,Klumpp 2016:44–45,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,Klumpp 2016:44–45,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,Klumpp 2016:44–45,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,Klumpp 2016:44–45,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,Gerson Klumpp (p.c. 2022),,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,Gerson Klumpp (p.c. 2022),,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",0,Gerson Klumpp (p.c. 2022),,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,Gerson Klumpp (p.c. 2022),,
GB325,Is there a count/mass distinction in interrogative quantifiers?,?,Gerson Klumpp (p.c. 2022),No information.,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,1,Klumpp 2016:69,,GB326
GB327,Can the relative clause follow the noun?,?,Gerson Klumpp (p.c. 2022),No information.,
GB328,Can the relative clause precede the noun?,1,Klumpp 2016:63,,GB328
GB329,Are there internally-headed relative clauses?,?,Gerson Klumpp (p.c. 2022),No information.,
GB330,Are there correlative relative clauses?,?,Gerson Klumpp (p.c. 2022),No information.,
GB331,Are there non-adjacent relative clauses?,?,Gerson Klumpp (p.c. 2022),No information.,
GB333,Is there a decimal numeral system?,1,Klumpp 2016:14,,GB333
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Klumpp 2016:14,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Klumpp 2016:14,,
GB336,Is there a body-part tallying system?,0,Gerson Klumpp (p.c. 2022),,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,Gerson Klumpp (p.c. 2022),,
GB401,Is there a class of patient-labile verbs?,0,Gerson Klumpp (p.c. 2022),,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Gerson Klumpp (p.c. 2022),,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Gerson Klumpp (p.c. 2022),,
GB408,Is there any accusative alignment of flagging?,1,Klumpp 2016:68,"Parameters which trigger accusative marking of direct object expressions are definiteness, referentiality, givenness, and specificity. Obligatory direct object marking
applies to formally definite object expressions.",GB408
GB409,Is there any ergative alignment of flagging?,0,Klumpp 2016:68,"Parameters which trigger accusative marking of direct object expressions are definiteness, referentiality, givenness, and specificity. Obligatory DO marking applies to formally definite object expressions.",
GB410,Is there any neutral alignment of flagging?,0,Klumpp 2016:68,,
GB415,Is there a politeness distinction in second person forms?,0,Gerson Klumpp (p.c. 2022),,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,0,Gerson Klumpp (p.c. 2022),,
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,0,Gerson Klumpp (p.c. 2022),,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,Klumpp 2016:46,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,Klumpp 2016:46,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,1,Klumpp 2016:67,,GB332
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,Klumpp 2016:46,,GB433
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,1,Klumpp 2016:50,"In Matthias Alexander Castrén’s Kamas data from mid 19th century, the marker
-NTA could occur alone and denoted a (probably hypotetical) future tense and the conditional/conjunctive meaning was contributed by the enclitic particle in its
full form ize.",GB519
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,0,Klumpp 2016: 58–59,The productive way to specify imperfective and perfective aktionsarten in Kamas are auxiliaries which follow a converbal main verb.,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,Klumpp 2016:51–52,,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,Klumpp 2016:48,,GB522
