ID,Feature,Value,Source,Comment,Example
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,0,Lytkin 1962:in passim,,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",0,Lytkin 1962:in passim,,
GB108,Is there directional or locative morphological marking on verbs?,0,Lytkin 1962:in passim,,
GB109,Is there verb suppletion for participant number?,0,Lytkin 1962:in passim,,
GB110,Is there verb suppletion for tense or aspect?,0,Lytkin 1962:in passim,Only for the verb 'to be'.,
GB111,Are there conjugation classes?,0,Lytkin 1962:in passim,,
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,Lytkin 1962:270-272; Gribanov 1940:164,,GB113
GB114,Is there a phonologically bound reflexive marker on the verb?,1,Lytkin 1962:263-264,,GB114
GB115,Is there a phonologically bound reciprocal marker on the verb?,1,Lytkin 1962:265,,GB115
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",0,Lytkin 1962:in passim,,
GB117,Is there a copula for predicate nominals?,1,Lytkin 1962:254-256,,GB117
GB118,Are there serial verb constructions?,0,Lytkin 1962:in passim,,
GB119,Can mood be marked by an inflecting word (‘auxiliary verb’)?,0,Lytkin 1962:in passim,,
GB120,Can aspect be marked by an inflecting word (‘auxiliary verb’)?,0,Lytkin 1962:in passim,,
GB121,Can tense be marked by an inflecting word (‘auxiliary verb’)?,1,Lytkin 1962:254; Gribanov 1940:155,Future reference can be expressed with auxiliaries such as пондыны ‘will; start’ and мöдны ‘will; begin’.,GB121
GB122,Is verb compounding a regular process?,1,Lytkin 1962:278,"Two verbs can be coupled to express the same thing from different angles: one verb expresses an action, the other the nature of the action or state.",GB122
GB123,Are there verb-adjunct (aka light-verb) constructions?,1,Lytkin 1962:277-278,"Adjectives and ideophones with verbs видзны 'to hold', керны 'to do', мунны 'to go'.",GB123
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,0,Lytkin 1962:in passim,,
GB126,Is there an existential verb?,1,Mayshev 1940:63,,GB126
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. ‘to lie’ vs. ‘to stand’)?,0,Lytkin 1962:in passim,,
GB129,Is there a notably small number of verb roots in the language?,0,Batalova and Krivoshchёkova-Gantman 1985:in passim,,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,1,Bartens 2000:342-345,,GB072
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,0,Bartens 2000:in passim,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,1,Bartens 2000:342-345,,GB132
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,0,Bartens 2000:in passim,,
GB134,Is the order of constituents the same in main and subordinate clauses?,1,Bartens 2000:in passim,,"GB132, GB134"
GB135,Do clausal objects usually occur in the same position as nominal objects?,1,Karavaev et al. 1940:in passim,,"GB132, GB135"
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",0,Karavaev et al. 1940:in passim,,
GB137,Can standard negation be marked clause-finally?,0,Bartens 2000:in passim,,
GB138,Can standard negation be marked clause-initially?,0,Bartens 2000:in passim,Negation appears clause-initially if it is in focus.,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,"Lytkin 1962:245, 250, 253-254",,GB139
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",0,Lytkin 1962:in passim,"However, the same negator (abu) is used for these three kinds of non-verbal negation and only for the 2nd past.",
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,Lytkin 1962:in passim,,
GB147,Is there a morphological passive marked on the lexical verb?,1,Lytkin 1962:266-267,The passive meaning is found in a construction with a noun in the inctrumental case. It's rarely used.,GB147
GB148,Is there a morphological antipassive marked on the lexical verb?,1,Lytkin 1962:267,Marked with REFL,GB148
GB149,Is there a morphologically marked inverse on verbs?,0,Lytkin 1962:in passim,,
GB150,Is there clause chaining?,0,Karavaev et al. 1940:in passim,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Karavaev et al. 1940:in passim,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,1,Lytkin 1962:280-283,There are simultaneous and sequential converbs.,GB152
GB155,Are causatives formed by affixes or clitics on verbs?,1,Lytkin 1962:269-270,,GB155
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,Lytkin 1962:267-273,,
GB158,Are verbs reduplicated?,0,Lytkin 1962:in passim,,
GB159,Are nouns reduplicated?,0,Lytkin 1962:in passim,,
GB160,Are elements apart from verbs or nouns reduplicated?,1,Lytkin 1962:216,,GB160
GB165,Is there a productive morphological trial marker on nouns?,0,Lytkin 1962:179-182,,
GB166,Is there a productive morphological paucal marker on nouns?,0,Lytkin 1962:179-182,,
GB167,Is there a logophoric pronoun?,0,Lytkin 1962:230-243,,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,Lytkin 1962:in paasim,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,Lytkin 1962:in passim,,
GB172,Can an article agree with the noun in noun class/gender?,0,Lytkin 1962:in paasim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,Lytkin 1962:in passim,,
GB184,Can an adnominal property word agree with the noun in number?,0,Lytkin 1962:211-212,,
GB185,Can an adnominal demonstrative agree with the noun in number?,0,Lytkin 1962:238,,
GB186,Can an article agree with the noun in number?,0,Lytkin 1962:in passim,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,Lytkin 1962:208-209,,GB187
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,0,Lytkin 1962:177-210,,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,Lytkin 1962:177-210,,
GB193,What is the order of adnominal property word and noun?,1,Lytkin 1962:211,,GB193
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,Lytkin 1962:230-243,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,Lytkin 1962:230-243,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,Lytkin 1962:227,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,Lytkin 1962:in passim,,GB203
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,Lytkin 1962:243,,GB204
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,0,Lytkin 1962:in passim,,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,0,Lytkin 1962:in passim,,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Lytkin 1962:in passim,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,1,Lytkin 1962:185,,GB254
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,Lytkin 1962:in passim,,
GB257,Can polar interrogation be marked by intonation only?,1,Karavaev et al. 1940:5-6,,GB257
GB260,Can polar interrogation be indicated by a special word order?,1,Karavaev et al. 1940:5,,GB264
GB262,Is there a clause-initial polar interrogative particle?,0,Karavaev et al. 1940:5,,
GB263,Is there a clause-final polar interrogative particle?,0,Karavaev et al. 1940:5,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,1,Karavaev et al. 1940:5,,GB264
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,Lytkin 1962:214-216,,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,0,"Lytkin 1962:189, 215",,
GB270,Can comparatives be expressed using two conjoined clauses?,0,Lytkin 1962:214-216,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,1,Lytkin 1962:215,,GB273
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,Lytkin 1962:215,,GB275
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,Lytkin 1962:214-216,,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,Karavaev et al. 1940:5-6,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,1,Karavaev et al. 1940:5-6,,GB286
GB291,Can polar interrogation be marked by tone?,0,Karavaev et al. 1940:5-6,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,1,Lytkin 1962:325-328,,GB296
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,Karavaev et al. 1940:in passim,,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,Lytkin 1962:245-246,,GB139-1
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,1,Mayshev 1940:63,,GB299
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Lytkin 1962:in passim,,
GB301,Is there an inclusory construction?,1,Gribanov 1940:73-75,,GB301
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,Lytkin 1962:in passim,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,Lytkin 1962:in passim,,
GB304,Can the agent be expressed overtly in a passive clause?,1,Lytkin 1962:266-267,Instrumental is used for this,GB147
GB305,Is there a phonologically independent reflexive marker?,1,Lytkin 1962:235-237,The reflexive pronoun in accusative is used for this.,GB305
GB306,Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other; two + two)?,0,Lytkin 1962:237,,
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,Lytkin 1962:in passim,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,Lytkin 1962:249,Imperative mood,"GB312-1, GB312-2"
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,Lytkin 1962:237-238,,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,Lytkin 1962:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,Lytkin 1962:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,Lytkin 1962:179-181,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,Lytkin 1962:179-181,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,Lytkin 1962:179-181,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,Lytkin 1962:179-181,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,Lytkin 1962:179-181,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,Lytkin 1962:in passim,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,Lytkin 1962:in passim,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",1,Lytkin 1962:252-253,,GB323
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,Lytkin 1962:in passim,,
GB325,Is there a count/mass distinction in interrogative quantifiers?,1,Lytkin 1962:239,,GB325
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,0,Lytkin 1962:239-240,,
GB327,Can the relative clause follow the noun?,1,Karavaev et al. 1940:75-76,,GB134
GB328,Can the relative clause precede the noun?,1,Karavaev et al. 1940:97,,GB328
GB329,Are there internally-headed relative clauses?,0,Karavaev et al. 1940:in passim,,
GB330,Are there correlative relative clauses?,0,Karavaev et al. 1940:in passim,,
GB331,Are there non-adjacent relative clauses?,0,Karavaev et al. 1940:in passim,,
GB333,Is there a decimal numeral system?,1,Mayshev 1940:50-51,,GB333
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Lytkin 1962:in passim,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Lytkin 1962:in passim,,
GB336,Is there a body-part tallying system?,0,Lytkin 1962:in paasim,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,Lytkin 1962:243-273,,
GB401,Is there a class of patient-labile verbs?,0,Lytkin 1962:in passim,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Lytkin 1962:in passim,,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Lytkin 1962:in passim,,
GB408,Is there any accusative alignment of flagging?,1,Lytkin 1962:184-187,,GB408
GB409,Is there any ergative alignment of flagging?,0,Lytkin 1962:in passim,,
GB410,Is there any neutral alignment of flagging?,1,Lytkin 1962:186-187,,GB070
GB415,Is there a politeness distinction in second person forms?,1,Lytkin 1962:247,,GB415
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,1,Karavaev et al. 1940:73-75,,GB135
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,0,Karavaev et al. 1940:73-75,,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,Lytkin 1962:198-200,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,Lytkin 1962:198-200,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,1,Lytkin 1962:199-200; Mayshev 1940:27-39,,GB065
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,Lytkin 1962:199-200; Mayshev 1940:27-39,,GB065
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,1,"Lytkin 1962:249-250, 315-316",,GB519
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,1,Lytkin 1962:316,,GB521
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,1,Lytkin 1962:316,,GB521
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,Lytkin 1962:245-246,,GB522
