ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB073,Sámásta mujna!,,sámásta mujna,speak_Saami.IMP.2SG 1SG.COM,Speak Saami with me!,SIKOR
GB074,åvddål gasskabiejve,,åvddål gasskabiejve,before midday.GEN,before midday,Ajer 2022:71
GB075,biejvvemåråldagá åvddåla,,biejvvemåråldagá åvddåla,sunrise.GEN before,before sunrise,Ajer 2022:72
GB080,"Idisj sån, vuojnitja då, javlaj",,"Idisj sån, vuojnitja då, javlaj",appear.POT.3SG 3SG see.POT.2SG PTCL say.PST.3SG,"He’ll appear, youll see, he said",Ylikoski_Lule 2022:139
GB083,oasstiv,,oasst-iv,buy-PST.1SG,I bought,Ylikoski_Lule 2022:138
GB089,Mån båråv gáhkov,,mån båråv gáhkov,1SG eat.1SG flatbread.ACC,I eat flatbread,Ylikoski_Lule 2022:142
GB113-1,viehked- > viehkedahtte-,,viehked- > viehkedahtte-,help > make-CAUS,help > make help,Ylikoski_Lule 2022:143
GB113-2,gæhttja- > gehtjad-,,gæhttja- > gehtjad-,look > look-CAUS,look > make look,Ylikoski_Lule 2022:141
GB114-1,bassat > basádit,,bassa-t > basá-di-t,wash-INF > wash-REFL-INF,to wash > to wash oneself,Kintel 1991:36
GB114-2,jårgijdit > jårgestit,,jårgijdi-t > jårge-sti-t,turn-INF > turn-REFL-INF,to turn > to turn oneself,Kintel 1991:36
GB115-1,vuojnnet > vuojnnalit,,vuojnne-t > vuojnn-ali-t,see-INF > see-RECP-INF,to see > to see (meet) each other,Kintel 1991:38
GB115-2,bielkket > belkatjit,,bielkke-t > belk-atji-t,curse-INF > curse-RECP-INF,to curse > to curse each other,Kintel 1991:38
GB117,Mån lav studænnta ,,mån la-v studænnta ,1SG be-1SG student,I’m a student,SIKOR
GB119,luluj nannit,,luluj nanni-t,be.COND.3SG strenghten-INF,would strengthen,Ylikoski_Lule 2022:139
GB121-1,Mi le så dal munji sjaddam?,,mi le så dal munji sjadda-m?,what be.3SG PTCL now 1SG.ILL happen-PST.PTCP,What has happened to me?,Ylikoski_Lule 2022:141
GB121-2,Mi lij så dal munji sjaddam?,,mi lij så dal munji sjadda-m?,what be.PST.3SG PTCL now 1SG.ILL happen-PST.PTCP,What had happened to me?,Ylikoski_Lule 2022:141
GB126,Nehtan gávnnuji ållo resursa,,nehta-n gávnnu-ji ållo resursa,net-INE be_found-3PL many resource.PL,"On the internet, there are many resources",SIKOR
GB130,Áhttje bátsij goahtáj,,áhttje bátsij goahtáj,father stay.PST.3SG home.ILL,Father stayed home,Ylikoski_Lule 2022:146
GB132,Mån båråv gáhkov,,mån båråv gáhkov,1SG eat.1SG flatbread.ACC,I eat flatbread,Ylikoski_Lule 2022:142
GB133,Mån gáhkov båråv,,mån gáhkov båråv,1SG flatbread.ACC eat.1SG,I eat flatbread,Ylikoski_Lule 2022:142
GB135-1,Usjudallap dijáv,,usjudalla-p dijáv,think.FREQ-1PL 2PL.ACC,We think of you,SIKOR
GB135-2,Álkke le usjudallat ahte ij lijssi,,álkke le usjudalla-t ahte ij lijssi,easy be.3SG think.FREQ-INF that NEG.3SG be_worth.CNG,It’s easy to believe that it is not worth it,SIKOR
GB139-1,Man diehti de i vuolge? ,,man diehti de i vuolge? ,REL.GEN for PTCL NEG.3SG leave.CNG,So why aren’t you leaving?,SIKOR
GB139-2,"Vájnnodav duv, ale muv vájveda!",,"vájnnodav duv, ale muv vájveda!",beg.1SG 2SG.ACC NEG.IMP.2SG 1SG.ACC pester.CNG,"I beg you, don’t pester me!",SIKOR
GB140-1,Mariann ij la skåvlån,,Mariann ij la skåvlå-n,Mariann NEG.3SG be.CNG school-INE,Mariann isn’t at school,SIKOR
GB140-2,Sámegielan ij la sæmmi duogásj-doarjja gå sebrudagá oajvvegiela-n,,sámegiela-n ij la sæmmi duogásj-doarjja gå sebrudagá oajvvegiela-n,Saami.language-INE NEG.3SG be.CNG same background_support as society.GEN majority_language-INE,The Saami language doesn’t have the same kind of background support as the majority language of the society,SIKOR
GB140-3,Guopparinfeksjåvnnå ij la sjiervvedávdda,,guoppar-infeksjåvnnå ij la sjiervve-dávdda,fungal_infection NEG.3SG be.CNG sex_disease,A fungal infection is not a venereal disease,SIKOR
GB147,Girjje ájtsaduváj ja moaddásis lågåduváj,,girjje ájtsaduváj ja moaddásis lågåduváj,book notice.PASS.PST.3SG and many_people.ELA read.PASS.PST.3SG,The book was noticed and it was read by many,Ylikoski_Lule 2022:145
GB155,sáhkadit > ságájdahttet,,sáhkadi-t > ságá-jdahtte-t,speak-INF > speak-CAUS-INF,to speak > to interview,Kintel 1991:51
GB185,da ijá,,da ijá,that.PL night.PL,those nights,Ylikoski_Lule 2022:144
GB187,guolle > guoásj,,guolle > guolá-sj,fish > fish-DIM,a fish > a small fish,Kintel 1991:64
GB193,smáv gærgátjijs,,smáv gærgá-tj-ijs,small stone-DIM-PL.ELA,of small stones,Ylikoski_Lule 2022:144
GB203,gajkka låtte,,gajkka låtte,all bird.PL,all birds,Spiik 1989:63
GB204,juohkka sajen,,juohkka saje-n,every place-INE,in every place,SIKOR
GB250,De ittjij Stállo ane áksjov valla báttev anij,,de ittjij Stállo ane áksjo-v valla bátte-v an-ij,PTCL NEG.PST.3SG Ogre have.CNG axe-ACC but ribbon-ACC have-PST.3SG,"Then, the Ogre did not have an axe, but he had a ribbon ",Ylikoski_Lule 2022:145
GB252,De Stálon ij lim áksjo valla bádde lij,,de Stálo-n ij lim áksjo valla bádde lij,PTCL Ogre-INE NEG.3SG be.PST.CNG axe but ribbon be.PST.3SG,"Then, the Ogre did not have an axe, but he had a ribbon ",Ylikoski_Lule 2022:145
GB260,Diedá (gus/=k) majt dahkin?,,diedá (gus/=k) majt dahkin?,know.2SG Q what.PL.ACC do.1DU,Do you know what were going to do?,Ylikoski_Lule 2022:145
GB264,Juo gus de vádtsátjit lihppe?,,juo gus de vádtsátjit lihppe?,already Q PTCL begin_to_walk.SUP be.2DU,Are you going to leave already?,Ylikoski_Lule 2022:143
GB266,Sån lij mujsta vuorrasabbo,,sån lij mujsta vuorrasa-bbo,3SG be.3SG 1SG.ELA old-COMP,S/he is older than me,Spiik 1989:99
GB273,Ienemus oasse girjjenamájs li oabmásabbo gå 100 jage,,ienemus oasse girjjenamá-js li oabmása-bbo gå 100 jage,majority part book_name-PL.ELA be.3SG old-COMP than 100 year.GEN,The majority of book titles is older than 100 years,SIKOR
GB275,vuorrasabbo ~ vuorrasap,,vuorrasa-bbo ~ vuoarrasa-p,old-COMP ~ old-COMP,older,Ylikoski_Lule 2022:138
GB298,iv sámásta,,iv sámásta,NEG.1SG speak_Saami.CNG,I don’t speak Saami,Ylikoski_Lule 2022:139
GB301,Majt dåj Máhtujn barggabihtte?,,majt dåj Máhtu-jn bargga-bihtte,what.ACC 2DU Máhttu-COM do-2DU,"What did the two of you, you and Máhttu do?",SIKOR
GB305,iv galga iehtjam tjiegadit duv åvdås,,iv galga iehtjam tjiegadi-t duv åvdås,NEG.1SG must.CNG REFL.1SG.ACC hide-INF 2SG.GEN from,I don’t have to hide myself from you,SIKOR
GB312,Bådisj gåjt idida,,bådisj gåjt idida,come.POT.3SG in_any_case morning.GEN,S/he ought to come in the morning in any case,Wiklund 1915:112; Ylikoski 2016:215
GB325-1,Man ednagav la dån dåt bijlas måksåm?,,man ednagav la dån dåt bijla-s måkså-m?,REL.GEN much.ACC be.2SG 2SG DEM.DIST2 car-ELA pay-PST.PTCP,How much did you pay for that car?,Spiik 1989:99
GB325-2,galle hierge,,galle hierge,how_many bull.GEN,How many bulls?,Spiik 1989:59
GB333,guokta låhke,,guokta låhke,two ten,twenty,Spiik 1989:46
GB433,oabbám,,oabbá-m,sister-POSS.1SG,my sister,Spiik 1989:54
GB522,Juo lidjin tjaktjasajes jåhtåm biehtsevuome sisá,,juo lidjin tjaktjasajes jåhtåm biehtsevuome sisá,already be.PST.3PL autumn_place.ELA migrate.PST.PTCP pine_forest.GEN into,They had already migrated from the autumn dwelling place to the pine forest,Ylikoski_Lule 2022:146
