ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB184,suurõt kauniit fjoklad,,suurõ-t kaunii-t fjokla-d,big-PL beautiful-PL beetroot-PL,big beautiful beetroots,VKS: fjokla
GB185,need rautateed,,need rautatee-d,DEM.PL railway-PL,these/those railways,VKS: alkua
GB187,tšivi : tšivikkõin,,tšivi : tšivi-kkõin,rock : rock-DIM,rock : small rock,Ariste 1948:126
GB193,suurõt kauniit fjoklad,,suurõ-t kaunii-t fjokla-d,big-PL beautiful-PL beetroot-PL,big beautiful beetroots,VKS: fjokla
GB203-1,mügrä pilap kõik peentarad,,mügrä pila-p kõik peentara-d,mole ruin-3SG all flowerbed-PL,mole ruins all flowerbeds,VKS: ajaa
GB203-2,med́d́ee izäd emät kõikk õltii vad́d́alaizõᴅ,,med́d́ee izä-d emä-t kõikk õl-tii vad́d́alaizõ-ᴅ,1PL.GEN father-PL mother-PL all be-IPS.PST votian-PL,all our fathers and mothers were votic people,VKS: isä
GB204-1,mügrä pilap kõik peentarad,,mügrä pila-p kõik peentara-d,mole ruin-3SG all flowerbed-PL,mole ruins all flowerbeds,VKS: ajaa
GB204-2,jõkahiin inemin on eritapõnõ,,jõkahiin inemine on eritapõnõ,every person be.3SG different,every person has its own character,VKS: eritapanõ
GB252,mill on kahs ennoa,,mi-ll on kahs enno-a,1SG-ADE be.3SG two uncle-PRT,I have two uncles,VKS: eno
GB257,tunnõd biljardia pelat,,tunnõ-d biljardi-a pelat,can-2SG billiards-PRT play.INF,can you play billiards,VKS: biljardi
GB264,pesiko tšäet puhtaassi,,pes-i-ko tšäe-t puhtaa-ssi,wash-PST.3SG-Q hand-PL clean-TRA,did he wash his hands,Ariste 1948:117
GB273,tševäell jõgõõ virt on suurõp ku tšezäll,,tševäe-ll jõgõõ virt on suurõ-p ku tšezä-ll,spring-ADE river.GEN flow be.3SG big-CMPR than summer-ADE,in spring river flow is faster than in summer,VKS: jõtši
GB275,tševäell jõgõõ virt on suurõp ku tšezäll,,tševäe-ll jõgõõ virt on suurõ-p ku tšezä-ll,spring-ADE river.GEN flow be.3SG big-CMPR than summer-ADE,in spring river flow is faster than in summer,VKS: jõtši
GB298,emmä õlõ,,e-mmä õlõ,NEG-1PL be.CNG,we are not,Ariste1948:88
GB312,jättäizin,,jättä-izi-n,left-COND-1SG,I would left,Arsite 1948:80
GB327,"se on älükäz inemin, kumpa tõissa arvaaʙ",,"se on älükäz inemin, kumpa tõissa arvaa-b",this be.3SG smart human who other.PRT understand-3SG,this is a smart human who can understand other person,VKS: arvata
GB333-1,nellätšümmettä,,nellä-tšümmettä,four-ten,forty,Ariste 1948:70
GB333-2,kahõsaatšümmettä,,kahõsaa-tšümmettä,eight-ten,eighty,Ariste 1948:71
GB333-3,ühesäätšümmettä,,ühesää-tšümmettä,nine-ten,ninety,Ariste 1948:71
GB408,teddet lüvvässä,,teddet lüvvä-ssä,3SG.ACC beat-IPS.PRS,he is beaten,Ariste 1948:24
GB415-1,mõnt teill on vootta,,mõnt tei-ll on voot-ta,how.many 2PL-ADE be.3SG year-PRT,how old are you,VKS: mõni
GB415-2,kui vana sie õõd,,kui vana sie õõ-d,how old 2SG be-2SG,how old are you,VKS: kui
GB421,"miä ajattõõn, jott em müühäsü",,"miä ajattõõ-n, jott e-m müühäsü",1SG think-1SG COMP NEG-1SG be.late.CNG,I think that I will not be late,VKS: ajatõlla
GB433,"tulõ, poikani",,"tulõ, poika-ni","come.IMP.2SG, son-1SG.POSS",come my son,Ariste 1948:63
GB522,toon lehmää,,too-n lehmää ,bring-1SG cow.GEN,I will bring the cow,VKS: tšütšüd
