ID,Feature,Value,Source,Comment,Example
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,VISK § 105-118,,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,VISK § 105-114,,GB091
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,VISK § 105-118,,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,0,VISK § 105-118,,
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,VISK § 105-118,,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,0,VISK § 105-118,,
GB096,Are variations in marking strategies of core participants based on verb classes?,0,VISK § 105-118,,
GB098,Are variations in marking strategies of core participants based on person distinctions?,0,VISK § 105-118,,
GB099,Is there verb suppletion for participant person?,0,VISK:in passim,,
GB103,Can a verb have a benefactive marker (applicative marker or index)?,0,VISK § 105-118,,
GB104,Can a verb have an instrumental marker (applicative marker or index)?,0,VISK § 105-118,,
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,0,Mervi de Heer (p.c. 2019),,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",0,VISK § 108-109; 1615-1644 ,,
GB108,Is there directional or locative morphological marking on verbs?,0,VISK:in passim,,
GB109,Is there verb suppletion for participant number?,0,VISK § 71-77,,
GB110,Is there verb suppletion for tense or aspect?,0,VISK § 71-77,,
GB111,Are there conjugation classes?,1,VISK § 71-77,,"GB111-1, GB111-2"
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,"VISK § 303, § 311-332",,GB113
GB114,Is there a phonologically bound reflexive marker on the verb?,1,"VISK § 303, § 333-335",,GB114
GB115,Is there a phonologically bound reciprocal marker on the verb?,0,VISK:in passim,,
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",0,VISK:in passim,,
GB117,Is there a copula for predicate nominals?,1,VISK § 456 ,,GB117
GB118,Are there serial verb constructions?,0,VISK:in passim,,
GB119,Can mood be marked by an inflecting word (‘auxiliary verb’)?,0,VISK § 1590-1600,,
GB120,Can aspect be marked by an inflecting word (‘auxiliary verb’)?,0,VISK § 1508-1515,,
GB121,Can tense be marked by an inflecting word (‘auxiliary verb’)?,1,VISK § 112,,GB121
GB122,Is verb compounding a regular process?,0,VISK:in passim,,
GB123,Are there verb-adjunct (aka light-verb) constructions?,0,VISK:in passim,,
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,0,VISK:in passim,,
GB126,Is there an existential verb?,0,VISK:in passim,,
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. ‘to lie’ vs. ‘to stand’)?,0,VISK:in passim,,
GB129,Is there a notably small number of verb roots in the language?,0,VISK § 71-77,,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,1,VISK § 1366,,GB130
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,0,VISK § 1366,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,1,VISK § 1366,,GB132
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,0,VISK § 1366,,
GB134,Is the order of constituents the same in main and subordinate clauses?,1,VISK § 884,,GB134
GB135,Do clausal objects usually occur in the same position as nominal objects?,1,"VISK § 1144, § 1366",,"GB135-1, GB135-2"
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",0,VISK § 1366,,
GB137,Can standard negation be marked clause-finally?,0,VISK § 1615-1644,,
GB138,Can standard negation be marked clause-initially?,0,VISK § 1615-1644,,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,VISK § 889,,GB 139
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",1,VISK § 108,The negator inflects according to person,"GB140-1, GB140-2, GB140-3"
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,VISK:in passim,,
GB147,Is there a morphological passive marked on the lexical verb?,1,VISK § 110,,
GB148,Is there a morphological antipassive marked on the lexical verb?,0,VISK:in passim,,
GB149,Is there a morphologically marked inverse on verbs?,0,VISK:in passim,,
GB150,Is there clause chaining?,0,VISK:in passim,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Mervi de Heer (p.c. 2019),,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,0,VISK:in passim,,
GB155,Are causatives formed by affixes or clitics on verbs?,1,"VISK § 303, § 311-332 ",,GB113
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,Mervi de Heer (p.c. 2019),,
GB158,Are verbs reduplicated?,0,VISK:in passim,,
GB159,Are nouns reduplicated?,1,VISK § 425,,GB159
GB160,Are elements apart from verbs or nouns reduplicated?,0,VISK:in passim,,
GB165,Is there a productive morphological trial marker on nouns?,0,VISK § 79-80,,
GB166,Is there a productive morphological paucal marker on nouns?,0,VISK § 79-80,,
GB167,Is there a logophoric pronoun?,1,VISK § 1469,,GB167
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,VISK:in passim,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,VISK:in passim,,
GB172,Can an article agree with the noun in noun class/gender?,0,VISK:in passim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,VISK:in passim,,
GB184,Can an adnominal property word agree with the noun in number?,1,Karlsson 2018:125,,GB184
GB185,Can an adnominal demonstrative agree with the noun in number?,1,Karlsson 2018:125,,GB185
GB186,Can an article agree with the noun in number?,0,VISK:in passim,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,VISK § 208,,GB187
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,0,VISK:in passim,,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,VISK:in passim,,
GB193,What is the order of adnominal property word and noun?,1,Karlsson 2018:122-129,,GB193
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,VISK:in passim,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,VISK:in passim,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,VISK:in passim,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,VISK § 750,,GB203
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,"VISK § 750, § 752",,"GB204-1, GB204-2"
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,0,Mervi de Heer (p.c. 2019),,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,1,Karlsson 2018:243-244,,GB252
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Mervi de Heer (p.c. 2019),,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,0,Mervi de Heer (p.c. 2019),,
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,Mervi de Heer (p.c. 2019),,
GB257,Can polar interrogation be marked by intonation only?,0,Mervi de Heer (p.c. 2019),,
GB260,Can polar interrogation be indicated by a special word order?,0,"VISK § 888, § 1689",,
GB262,Is there a clause-initial polar interrogative particle?,0,"VISK § 888, § 1689",,
GB263,Is there a clause-final polar interrogative particle?,0,"VISK § 888, § 1689",,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,1,VISK § 1689,,GB264
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,"Karlsson 2018:386, VISK 643",,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,1,VISK § 643,,
GB270,Can comparatives be expressed using two conjoined clauses?,0,"Karlsson 2018:386, VISK 643",,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,1,Karlsson 2018:386,,GB273
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,Karlsson 2018:384-387,,GB275
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,"VISK § 888, § 1689",,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,"VISK § 888, § 1689",,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,0,"VISK § 888, § 1689",,
GB291,Can polar interrogation be marked by tone?,0,"VISK § 888, § 1689",,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,Mervi de Heer (p.c. 2019),,
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,"VISK § 888, § 1689",,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,Karlsson 2018:150-153,,GB298
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,0,VISK § 1615-1644,,
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Mervi de Heer (p.c. 2019),,
GB301,Is there an inclusory construction?,0,,,
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,VISK § 1315-1346,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,VISK:in passim,,
GB304,Can the agent be expressed overtly in a passive clause?,0,VISK § 1315-1346,,
GB305,Is there a phonologically independent reflexive marker?,1,VISK § 730,,GB305
GB306,Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other;  two + two)?,1,VISK § 732,,GB306
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,VISK § 1523-1550,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,VISK § 115,,GB312
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,Mervi de Heer (p.c. 2019),,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,VISK:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,VISK:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,VISK § 79-80,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,VISK § 79-80,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,VISK § 79-80,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,VISK § 79-80,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,VISK § 79-80,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,VISK:in passim,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,VISK:in passim,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",0,VISK:in passim,,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,VISK:in passim,,
GB325,Is there a count/mass distinction in interrogative quantifiers?,1,VISK § 555; Karlsson 2018:158,,"GB325-1, GB325-2"
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,0,VISK § 1678-1706,,
GB327,Can the relative clause follow the noun?,1,VISK § 1164,,GB327
GB328,Can the relative clause precede the noun?,0,Mervi de Heer (p.c. 2019),,
GB329,Are there internally-headed relative clauses?,0,Mervi de Heer (p.c. 2019),,
GB330,Are there correlative relative clauses?,0,Mervi de Heer (p.c. 2019),,
GB331,Are there non-adjacent relative clauses?,0,Mervi de Heer (p.c. 2019),,
GB333,Is there a decimal numeral system?,1,Karlsson 2018:266-268,,GB333
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Mervi de Heer (p.c. 2019),,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Mervi de Heer (p.c. 2019),,
GB336,Is there a body-part tallying system?,0,VISK:in passim,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,VISK § 106-107,,
GB401,Is there a class of patient-labile verbs?,0,VISK:in passim,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Mervi de Heer (p.c. 2019),,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Mervi de Heer (p.c. 2019),,
GB408,Is there any accusative alignment of flagging?,1,Karlsson 2018:214,,GB408
GB409,Is there any ergative alignment of flagging?,0,VISK:in passim,,
GB410,Is there any neutral alignment of flagging?,0,VISK:in passim,,
GB415,Is there a politeness distinction in second person forms?,1,VISK § 1273,,GB415
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,1,"VISK § 471, § 1561",,GB421
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,0,VISK:in passim,,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,"Karlsson 2018:208, 220-227",,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,"Karlsson 2018:208, 220-227",,
GB432,Can adnominal possession be marked by a suffix on the possessor?,1,"Karlsson 2018:208, 220-227",,GB432
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,Karlsson 220-227,,GB433
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,0,VISK § 1590-1600,,
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,0,VISK § 1508-1515,,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,VISK § 112-114,,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,"VISK § 1431, § 1180",,GB522
