Feature_ID,Value,Source,Comment
GB137,0,Kowalik (to appear),
GB138,1,Kowalik (to appear),
GB139,1,Kowalik (to appear),The negative auxiliary inflects for mood (indicative/imperative).
GB140,1,Kowalik (to appear),
GB146,0,Kowalik (to appear),
GB147,1,Kowalik (to appear),Suffix on verbs.
GB148,0,Kowalik (to appear),
GB149,0,Kowalik (to appear),
GB150,0,Kowalik (to appear),"Verbs can occur juxtaposed, with no conjunction, but they are all finite forms."
GB151,0,Kowalik (to appear),
GB152,0,Kowalik (to appear),
GB155,1,Kowalik (to appear),"However, the causative suffixe is not fully productive."
GB156,0,Kowalik (to appear),
GB158,0,Kowalik (to appear),
GB159,0,Kowalik (to appear),
GB160,0,Kowalik (to appear),
GB165,0,Kowalik (to appear),
GB166,0,Kowalik (to appear),
GB167,1,Kowalik (to appear),"Yes, there is a formally distinct logophoric pronoun."
GB170,0,Kowalik (to appear),
GB171,0,Kowalik (to appear),
GB172,0,Kowalik (to appear),
GB177,0,Kowalik (to appear),
GB184,0,Magga & Magga 2012:71,
GB185,1,Kowalik (to appear),
GB186,1,Kowalik (to appear),"If the neutral demonstrative is used as definite article, it agrees in number."
GB187,1,Kowalik (to appear),Suffix.
GB188,0,Kowalik (to appear),
GB192,0,Kowalik (to appear),
GB193,1,Kowalik (to appear),
GB196,0,Kowalik (to appear),
GB197,0,Kowalik (to appear),
GB198,0,Kowalik (to appear),
GB203,0,Kowalik (to appear),
GB204,1,Kowalik (to appear),
GB250,1,Kowalik (to appear),
GB252,0,Kowalik (to appear),"There are inanimate possessive relations / part-whole relations that can be expressed with a locational possessive construction. However, they are not counted as possession."
GB253,0,Kowalik (to appear),
GB254,1,Kowalik (to appear),
GB256,0,Kowalik (to appear),
GB257,1,Kowalik (to appear),
GB260,0,Kowalik (to appear),
GB262,1,Kowalik (to appear),"Yes, there are two different clause-initial Q markers."
GB263,0,Kowalik (to appear),
GB264,0,Kowalik (to appear),
GB265,0,Kowalik (to appear),
GB266,0,Kowalik (to appear),
GB270,0,Kowalik (to appear),
GB273,1,Kowalik (to appear),
GB275,1,Kowalik (to appear),
GB276,0,Kowalik (to appear),
GB285,0,Kowalik (to appear),
GB286,0,Kowalik (to appear),
GB291,0,Kowalik (to appear),
GB296,0,Kowalik (to appear),
GB297,0,Kowalik (to appear),
GB298,1,Kowalik (to appear),"Yes, a finite AUX that inflects for person, number, tense and mood."
GB299,0,Kowalik (to appear),
GB300,0,Kowalik (to appear),
GB301,1,Kowalik (to appear),"Dual pronoun ('Harald 1DU talk.DU' = ""Harald and I talked"")"
GB302,0,Kowalik (to appear),
GB303,0,Kowalik (to appear),
GB304,1,Kowalik (to appear),
GB305,1,Kowalik (to appear),
GB306,1,Kowalik (to appear),
GB309,0,Kowalik (to appear),
GB312,0,Kowalik (to appear),
GB313,1,Kowalik (to appear),"There is a suppletive form of the third person singular genitive pronoun, which is used in possessive constructions. The personal pronouns have furthermore derived genitive forms and are not formed by suffixing only."
GB314,0,Kowalik (to appear),
GB315,0,Kowalik (to appear),
GB316,0,Kowalik (to appear),
GB317,0,Kowalik (to appear),
GB318,0,Kowalik (to appear),
GB319,0,Kowalik (to appear),
GB320,0,Kowalik (to appear),
GB321,0,Kowalik (to appear),
GB322,0,Kowalik (to appear),
GB323,0,Kowalik (to appear),
GB324,0,Kowalik (to appear),
GB325,1,Kowalik (to appear),
GB326,1,Kowalik (to appear),
GB327,1,Kowalik (to appear),
GB328,0,Kowalik (to appear),
GB329,0,Kowalik (to appear),
GB330,0,Kowalik (to appear),
GB331,0,Kowalik (to appear),
GB333,1,Kowalik (to appear),
GB334,0,Kowalik (to appear),
GB335,0,Kowalik (to appear),
GB336,0,Kowalik (to appear),
GB400,0,Kowalik (to appear),
GB401,0,Kowalik (to appear),
GB402,0,Kowalik (to appear),
GB403,0,Kowalik (to appear),
GB408,1,Kowalik (to appear),
GB409,0,Kowalik (to appear),
GB410,1,Kowalik (to appear),"Split system. South Saami uses differential object marking (DOM): PL objects are commonly marked with the nominative. Thus, there is neutral alignment with PL objects."
GB415,0,Kowalik (to appear),
GB421,1,Kowalik (to appear),"Yes there is, but it is not obligatory."
GB422,0,Kowalik (to appear),
GB430,0,Kowalik (to appear),
GB431,0,Kowalik (to appear),
GB432,1,Kowalik (to appear),
GB433,0,Kowalik (to appear),
GB519,0,Kowalik (to appear),
GB520,0,Kowalik (to appear),
GB521,0,Kowalik (to appear),
GB522,1,Kowalik (to appear),
